time V1 V2 V3 I
0 0 0 0 0
0.1 1.66009 1.58123 0.00394322 0.0788644
0.2 0.538775 0.363693 0.0166405 0.175081
0.3 1.27272 1.03063 0.0374991 0.24209
0.4 0.772053 0.460539 0.0651794 0.311515
0.5 1.09576 0.73278 0.0989039 0.362977
0.6 0.871678 0.460845 0.137594 0.410833
0.7 1.01412 0.567755 0.180454 0.446361
0.8 0.913704 0.437436 0.226586 0.476268
0.9 0.976423 0.479405 0.27525 0.497018
1 0.931639 0.419712 0.325697 0.511927
1.1 0.9596 0.439845 0.377281 0.519756
1.2 0.940095 0.41779 0.429384 0.522304
1.3 0.953133 0.433792 0.481467 0.519341
1.4 0.945302 0.43333 0.533032 0.511972
1.5 0.952102 0.451712 0.58365 0.50039
1.6 0.949786 0.464419 0.632938 0.485367
1.7 0.954091 0.486837 0.680569 0.467254
1.8 0.954448 0.507803 0.726264 0.446645
1.9 0.957821 0.533894 0.769793 0.423927
2 0.959494 0.559915 0.810968 0.399579
2.1 0.962541 0.588569 0.849646 0.373973
2.2 0.96485 0.617349 0.885719 0.3475
2.3 0.967768 0.647278 0.919119 0.32049
2.4 0.970342 0.677081 0.949806 0.293261
2.5 0.973159 0.707069 0.977774 0.26609
2.6 0.975784 0.736553 1.00304 0.23923
2.7 0.978466 0.765564 1.02565 0.212902
2.8 0.981006 0.793705 1.04566 0.1873
2.9 0.983505 0.820915 1.06315 0.162591
3 0.985871 0.846955 1.07823 0.138915
3.1 0.988144 0.871754 1.09099 0.11639
3.2 0.990279 0.895171 1.10157 0.0951083
3.3 0.992293 0.917151 1.11008 0.0751421
3.4 0.994164 0.937621 1.11666 0.0565436
3.5 0.9959 0.956554 1.12146 0.0393462
3.6 0.997491 0.973924 1.1246 0.023567
3.7 0.998942 0.989734 1.12624 0.00920755
3.8 1.00025 1.00399 1.12652 -0.00374394
3.9 1.00142 1.01673 1.12556 -0.0153115
4 1.00246 1.02799 1.12352 -0.0255298
4.1 1.00336 1.0378 1.12052 -0.0344425
4.2 1.00414 1.04624 1.11669 -0.0421012
4.3 1.0048 1.05336 1.11216 -0.0485641
4.4 1.00534 1.05923 1.10704 -0.0538943
4.5 1.00578 1.06394 1.10144 -0.0581595
4.6 1.00611 1.06754 1.09546 -0.06143
4.7 1.00636 1.07014 1.0892 -0.0637786
4.8 1.00652 1.0718 1.08274 -0.065279
4.9 1.0066 1.0726 1.07618 -0.0660053
5 1.00661 1.07264 1.06958 -0.0660312
5.1 1.00655 1.07198 1.063 -0.0654294
5.2 1.00644 1.07071 1.05652 -0.064271
5.3 1.00628 1.06891 1.05017 -0.0626248
5.4 1.00608 1.06664 1.04402 -0.0605572
5.5 1.00584 1.06397 1.03808 -0.0581318
5.6 1.00557 1.06098 1.0324 -0.0554086
5.7 1.00527 1.05772 1.02701 -0.0524445
5.8 1.00496 1.05425 1.02192 -0.0492926
5.9 1.00463 1.05064 1.01716 -0.0460023
6 1.0043 1.04692 1.01273 -0.0426191
6.1 1.00395 1.04314 1.00864 -0.0391848
6.2 1.00361 1.03935 1.00489 -0.0357372
6.3 1.00327 1.03558 1.00149 -0.0323103
6.4 1.00293 1.03186 0.998428 -0.0289343
6.5 1.0026 1.02823 0.995699 -0.025636
6.6 1.00228 1.02471 0.993295 -0.0224384
6.7 1.00197 1.02133 0.991205 -0.0193614
6.8 1.00167 1.01809 0.989416 -0.0164214
6.9 1.00139 1.01502 0.987914 -0.0136322
7 1.00113 1.01213 0.986682 -0.0110043
7.1 1.00088 1.00942 0.985704 -0.00854587
7.2 1.00065 1.00691 0.984964 -0.00626251
7.3 1.00044 1.00459 0.984443 -0.00415762
7.4 1.00024 1.00247 0.984123 -0.00223253
7.5 1.00007 1.00055 0.983987 -0.000486738
7.6 0.999907 0.998825 0.984017 0.00108189
7.7 0.999766 0.997289 0.984195 0.00247696
7.8 0.999641 0.995938 0.984504 0.00370332
7.9 0.999533 0.994766 0.984928 0.00476695
8 0.999441 0.993766 0.98545 0.00567472
8.1 0.999364 0.992929 0.986055 0.00643426
8.2 0.9993 0.992246 0.98673 0.00705382
8.3 0.99925 0.991708 0.987459 0.0075421
8.4 0.999212 0.991304 0.988232 0.00790815
8.5 0.999186 0.991025 0.989035 0.00816124
8.6 0.99917 0.990859 0.989859 0.00831073
8.7 0.999164 0.990798 0.990693 0.00836599
8.8 0.999166 0.990829 0.991528 0.00833631
8.9 0.999176 0.990945 0.992356 0.00823082
9 0.999192 0.991134 0.993171 0.0080584
9.1 0.999215 0.991387 0.993965 0.00782766
9.2 0.999242 0.991695 0.994734 0.00754685
9.3 0.999274 0.99205 0.995472 0.00722384
9.4 0.99931 0.992444 0.996177 0.00686609
9.5 0.999348 0.992867 0.996844 0.0064806
9.6 0.999388 0.993315 0.997472 0.0060739
9.7 0.999431 0.993778 0.998058 0.00565206
9.8 0.999474 0.994253 0.998602 0.00522064
9.9 0.999517 0.994732 0.999102 0.00478472
10 0.999561 0.995212 0.999559 0.0043489
