time V1 V2 V3 I
0 0 0 0 0
0.2 1.81818 1.81818 0 0
0.4 1.08765 0.961664 0.0167976 0.125982
0.6 0.965391 0.710238 0.0564172 0.255152
0.8 0.961039 0.598724 0.117932 0.362315
1 0.956203 0.515698 0.197171 0.440506
1.2 0.951287 0.461676 0.288866 0.489611
1.4 0.948816 0.436358 0.387759 0.512459
1.6 0.948655 0.435702 0.489117 0.512953
1.8 0.950343 0.455073 0.588938 0.495269
2 0.953458 0.489958 0.684012 0.4635
2.2 0.957618 0.536142 0.771901 0.421476
2.4 0.962474 0.589815 0.850885 0.372659
2.6 0.967719 0.647634 0.919891 0.320086
2.8 0.973094 0.706753 0.978405 0.266341
3 0.978382 0.76483 1.02638 0.213552
3.2 0.983415 0.820012 1.06416 0.163403
3.4 0.988062 0.870905 1.09238 0.117157
3.6 0.992234 0.916537 1.11187 0.0756962
3.8 0.995875 0.956311 1.12365 0.0395643
4 0.998959 0.989949 1.12878 0.00901007
4.2 1.00148 1.01745 1.12836 -0.0159625
4.4 1.00347 1.03902 1.12348 -0.0355479
4.6 1.00495 1.05504 1.11517 -0.0500936
4.8 1.00597 1.06602 1.10439 -0.0600581
5 1.00658 1.07255 1.09201 -0.0659735
5.2 1.00684 1.07525 1.07875 -0.0684126
5.4 1.0068 1.07477 1.06528 -0.0679604
5.6 1.00654 1.07173 1.05209 -0.0651912
5.8 1.00609 1.06674 1.03961 -0.0606503
6 1.00552 1.06036 1.02814 -0.0548407
6.2 1.00486 1.05307 1.01788 -0.0482128
6.4 1.00415 1.04531 1.00898 -0.0411591
6.6 1.00344 1.03745 1.00148 -0.0340114
6.8 1.00274 1.02978 0.995369 -0.0270407
7 1.00208 1.02254 0.990605 -0.0204595
7.2 1.00147 1.0159 0.987094 -0.0144254
7.4 1.00093 1.00998 0.984717 -0.00904617
7.6 1.00046 1.00485 0.98334 -0.00438569
7.8 1.00006 1.00053 0.982819 -0.000470045
8 0.999744 0.997038 0.983006 0.00270608
8.2 0.999493 0.99432 0.983758 0.00517313
8.4 0.999309 0.992329 0.984939 0.00698074
8.6 0.999185 0.990993 0.986425 0.00819232
8.8 0.999114 0.990234 0.988105 0.0088801
9 0.999088 0.989967 0.989881 0.0091209
9.2 0.999099 0.990107 0.991672 0.00899251
9.4 0.99914 0.990569 0.993411 0.00857078
9.6 0.999204 0.991276 0.995048 0.00792727
9.8 0.999283 0.992155 0.996544 0.00712757
10 0.999372 0.993142 0.997874 0.00623014
