time	V1	V2	V3	I								time	V1	V2	V3	I
4.59	0.983518	0.656011	0.94121	0.327507												
4.6	0.983589	0.657508	0.942847	0.326081												
4.61	0.98366	0.659006	0.944478	0.324654												
4.62	0.983732	0.660505	0.946101	0.323227												
4.63	0.983803	0.662004	0.947717	0.321799												
4.64	0.983874	0.663504	0.949326	0.32037												
4.65	0.983946	0.665005	0.950928	0.318941												
4.66	0.984017	0.666506	0.952523	0.317511												
4.67	0.984089	0.668007	0.95411	0.316081												
4.68	0.98416	0.669509	0.955691	0.314651												
4.69	0.984232	0.671012	0.957264	0.31322												
4.7	0.984303	0.672515	0.95883	0.311789												
4.71	0.984375	0.674018	0.960389	0.310357												
4.72	0.984446	0.675521	0.961941	0.308925												
4.73	0.984518	0.677025	0.963485	0.307493												
4.74	0.98459	0.678529	0.965023	0.306061												
4.75	0.984661	0.680033	0.966553	0.304628												
4.76	0.984733	0.681537	0.968076	0.303196												
4.77	0.984804	0.683041	0.969592	0.301763												
4.78	0.984876	0.684546	0.971101	0.30033												
4.79	0.984948	0.68605	0.972603	0.298897												
4.8	0.985019	0.687555	0.974097	0.297465												
4.81	0.985091	0.689059	0.975585	0.296032												
4.82	0.985163	0.690563	0.977065	0.294599												
4.83	0.985234	0.692067	0.978538	0.293167												
4.84	0.985306	0.693571	0.980004	0.291734												
4.85	0.985377	0.695075	0.981462	0.290302												
4.86	0.985449	0.696579	0.982914	0.28887												
4.87	0.985521	0.698082	0.984358	0.287439												
4.88	0.985592	0.699585	0.985795	0.286007												
4.89	0.985664	0.701088	0.987225	0.284576												
4.9	0.985735	0.70259	0.988648	0.283146												
4.91	0.985807	0.704092	0.990064	0.281715												
4.92	0.985878	0.705593	0.991473	0.280285												
4.93	0.98595	0.707094	0.992874	0.278856												
4.94	0.986021	0.708594	0.994268	0.277427												
4.95	0.986093	0.710094	0.995655	0.275999												
4.96	0.986164	0.711593	0.997035	0.274571												
4.97	0.986236	0.713092	0.998408	0.273144												
4.98	0.986307	0.71459	0.999774	0.271717												
4.99	0.986378	0.716087	1.00113	0.270291												
5	0.98645	0.717584	1.00248	0.268866												
5.01	0.986521	0.71908	1.00383	0.267442												
5.02	0.986592	0.720575	1.00517	0.266018												
5.03	0.986664	0.722069	1.0065	0.264595												
5.04	0.986735	0.723562	1.00782	0.263173												
5.05	0.986806	0.725054	1.00913	0.261751												
5.06	0.986877	0.726546	1.01044	0.260331												
5.07	0.986948	0.728036	1.01174	0.258912												
5.08	0.987019	0.729526	1.01304	0.257493												
5.09	0.98709	0.731014	1.01433	0.256075												
5.1	0.987161	0.732502	1.01561	0.254659												
5.11	0.987232	0.733988	1.01688	0.253243												
5.12	0.987302	0.735474	1.01815	0.251829												
5.13	0.987373	0.736958	1.01941	0.250415												
5.14	0.987444	0.738441	1.02066	0.249003												
5.15	0.987515	0.739922	1.0219	0.247592												
5.16	0.987585	0.741403	1.02314	0.246182												
5.17	0.987656	0.742882	1.02437	0.244774												
5.18	0.987726	0.74436	1.0256	0.243366												
5.19	0.987796	0.745837	1.02681	0.24196												
5.2	0.987867	0.747312	1.02802	0.240555												
5.21	0.987937	0.748786	1.02923	0.239151												
5.22	0.988007	0.750258	1.03042	0.237749												
5.23	0.988077	0.751729	1.03161	0.236348												
5.24	0.988148	0.753198	1.03279	0.234949												
5.25	0.988218	0.754666	1.03397	0.233551												
5.26	0.988287	0.756133	1.03513	0.232155												
5.27	0.988357	0.757598	1.03629	0.23076												
5.28	0.988427	0.759061	1.03745	0.229366												
5.29	0.988497	0.760523	1.0386	0.227974												
5.3	0.988566	0.761983	1.03974	0.226584												
5.31	0.988636	0.763441	1.04087	0.225195												
5.32	0.988706	0.764898	1.04199	0.223808												
5.33	0.988775	0.766352	1.04311	0.222422												
5.34	0.988844	0.767806	1.04423	0.221039												
5.35	0.988913	0.769257	1.04533	0.219657												
5.36	0.988983	0.770706	1.04643	0.218276												
5.37	0.989052	0.772154	1.04752	0.216898												
5.38	0.989121	0.7736	1.0486	0.215521												
5.39	0.98919	0.775044	1.04968	0.214146												
5.4	0.989258	0.776486	1.05075	0.212773												
5.41	0.989327	0.777926	1.05182	0.211401												
5.42	0.989396	0.779364	1.05287	0.210032												
5.43	0.989464	0.7808	1.05392	0.208664												
5.44	0.989533	0.782234	1.05497	0.207299												
5.45	0.989601	0.783666	1.056	0.205935												
5.46	0.989669	0.785096	1.05703	0.204573												
5.47	0.989737	0.786524	1.05806	0.203214												
5.48	0.989805	0.787949	1.05907	0.201856												
5.49	0.989873	0.789373	1.06008	0.2005												
5.5	0.989941	0.790794	1.06108	0.199147												
5.51	0.990009	0.792214	1.06208	0.197795												
5.52	0.990076	0.793631	1.06307	0.196446												
5.53	0.990144	0.795045	1.06405	0.195099												
5.54	0.990211	0.796458	1.06503	0.193754												
5.55	0.990279	0.797868	1.066	0.192411												
5.56	0.990346	0.799276	1.06696	0.19107												
5.57	0.990413	0.800681	1.06791	0.189732												
5.58	0.99048	0.802084	1.06886	0.188396												
5.59	0.990547	0.803485	1.0698	0.187062												
5.6	0.990614	0.804883	1.07074	0.18573												
5.61	0.99068	0.806279	1.07167	0.184401												
5.62	0.990747	0.807673	1.07259	0.183074												
5.63	0.990813	0.809064	1.0735	0.181749												
5.64	0.990879	0.810452	1.07441	0.180427												
5.65	0.990946	0.811838	1.07532	0.179107												
5.66	0.991012	0.813222	1.07621	0.17779												
5.67	0.991078	0.814603	1.0771	0.176475												
5.68	0.991143	0.815981	1.07798	0.175163												
5.69	0.991209	0.817357	1.07886	0.173853												
5.7	0.991275	0.81873	1.07973	0.172545												
5.71	0.99134	0.8201	1.08059	0.17124												
5.72	0.991405	0.821468	1.08145	0.169938												
5.73	0.991471	0.822833	1.0823	0.168638												
5.74	0.991536	0.824195	1.08314	0.16734												
5.75	0.991601	0.825555	1.08398	0.166046												
5.76	0.991665	0.826912	1.08481	0.164754												
5.77	0.99173	0.828266	1.08563	0.163464												
5.78	0.991795	0.829617	1.08645	0.162177												
5.79	0.991859	0.830966	1.08726	0.160893												
5.8	0.991923	0.832312	1.08806	0.159612												
5.81	0.991987	0.833654	1.08886	0.158333												
5.82	0.992051	0.834995	1.08965	0.157057												
5.83	0.992115	0.836332	1.09044	0.155784												
5.84	0.992179	0.837666	1.09122	0.154513												
5.85	0.992243	0.838997	1.09199	0.153245												
5.86	0.992306	0.840326	1.09276	0.15198												
5.87	0.992369	0.841651	1.09352	0.150718												
5.88	0.992433	0.842974	1.09427	0.149459												
5.89	0.992496	0.844293	1.09502	0.148202												
5.9	0.992558	0.84561	1.09576	0.146949												
5.91	0.992621	0.846923	1.09649	0.145698												
5.92	0.992684	0.848234	1.09722	0.14445												
5.93	0.992746	0.849541	1.09794	0.143205												
5.94	0.992809	0.850845	1.09866	0.141963												
5.95	0.992871	0.852147	1.09937	0.140724												
5.96	0.992933	0.853445	1.10007	0.139488												
5.97	0.992995	0.85474	1.10077	0.138255												
5.98	0.993056	0.856032	1.10146	0.137025												
5.99	0.993118	0.85732	1.10215	0.135798												
6	0.993179	0.858606	1.10282	0.134573												
6.01	0.993241	0.859888	1.1035	0.133352												
6.02	0.993302	0.861167	1.10416	0.132134												
6.03	0.993363	0.862443	1.10483	0.130919												
6.04	0.993424	0.863716	1.10548	0.129707												
6.05	0.993484	0.864986	1.10613	0.128499												
6.06	0.993545	0.866252	1.10677	0.127293												
6.07	0.993605	0.867515	1.10741	0.12609												
6.08	0.993665	0.868775	1.10804	0.124891												
6.09	0.993725	0.870031	1.10866	0.123695												
6.1	0.993785	0.871284	1.10928	0.122501												
6.11	0.993845	0.872534	1.10989	0.121311												
6.12	0.993905	0.87378	1.1105	0.120125												
6.13	0.993964	0.875023	1.1111	0.118941												
6.14	0.994023	0.876263	1.1117	0.117761												
6.15	0.994082	0.877499	1.11228	0.116583												
6.16	0.994141	0.878732	1.11287	0.11541												
6.17	0.9942	0.879961	1.11344	0.114239												
6.18	0.994259	0.881187	1.11402	0.113071												
6.19	0.994317	0.88241	1.11458	0.111907												
6.2	0.994375	0.883629	1.11514	0.110746												
6.21	0.994434	0.884845	1.11569	0.109589												
6.22	0.994492	0.886057	1.11624	0.108435												
6.23	0.994549	0.887266	1.11678	0.107284												
6.24	0.994607	0.888471	1.11732	0.106136												
6.25	0.994664	0.889673	1.11785	0.104992												
6.26	0.994722	0.890871	1.11838	0.103851												
6.27	0.994779	0.892065	1.1189	0.102713												
6.28	0.994836	0.893257	1.11941	0.101579												
6.29	0.994893	0.894444	1.11992	0.100449												
6.3	0.994949	0.895628	1.12042	0.0993212												
6.31	0.995006	0.896808	1.12092	0.0981972												
6.32	0.995062	0.897985	1.12141	0.0970767												
6.33	0.995118	0.899159	1.12189	0.0959596												
6.34	0.995174	0.900328	1.12237	0.0948459												
6.35	0.99523	0.901494	1.12285	0.0937357												
6.36	0.995285	0.902656	1.12331	0.092629												
6.37	0.995341	0.903815	1.12378	0.0915257												
6.38	0.995396	0.90497	1.12424	0.0904259												
6.39	0.995451	0.906122	1.12469	0.0893295												
6.4	0.995506	0.907269	1.12513	0.0882367												
6.41	0.995561	0.908413	1.12558	0.0871474												
6.42	0.995615	0.909554	1.12601	0.0860616												
6.43	0.99567	0.91069	1.12644	0.0849793												
6.44	0.995724	0.911823	1.12687	0.0839005												
6.45	0.995778	0.912953	1.12729	0.0828253												
6.46	0.995832	0.914078	1.1277	0.0817536												
6.47	0.995885	0.9152	1.12811	0.0806855												
6.48	0.995939	0.916318	1.12851	0.079621												
6.49	0.995992	0.917432	1.12891	0.07856												
6.5	0.996045	0.918543	1.1293	0.0775026												
6.51	0.996098	0.91965	1.12969	0.0764488												
6.52	0.996151	0.920753	1.13007	0.0753986												
6.53	0.996204	0.921852	1.13045	0.074352												
6.54	0.996256	0.922947	1.13082	0.073309												
6.55	0.996308	0.924039	1.13119	0.0722697												
6.56	0.99636	0.925127	1.13155	0.0712339												
6.57	0.996412	0.926211	1.13191	0.0702018												
6.58	0.996464	0.927291	1.13226	0.0691733												
6.59	0.996516	0.928367	1.1326	0.0681485												
6.6	0.996567	0.92944	1.13294	0.0671273												
6.61	0.996618	0.930508	1.13328	0.0661098												
6.62	0.996669	0.931573	1.13361	0.065096												
6.63	0.99672	0.932634	1.13393	0.0640858												
6.64	0.99677	0.933691	1.13426	0.0630793												
6.65	0.996821	0.934744	1.13457	0.0620765												
6.66	0.996871	0.935794	1.13488	0.0610773												
6.67	0.996921	0.936839	1.13519	0.0600819												
6.68	0.996971	0.937881	1.13549	0.0590901												
6.69	0.997021	0.938919	1.13578	0.0581021												
6.7	0.99707	0.939952	1.13607	0.0571178												
6.71	0.997119	0.940982	1.13636	0.0561372												
6.72	0.997169	0.942008	1.13664	0.0551603												
6.73	0.997218	0.94303	1.13691	0.0541872												
6.74	0.997266	0.944049	1.13719	0.0532177												
6.75	0.997315	0.945063	1.13745	0.0522521												
6.76	0.997363	0.946073	1.13771	0.0512901												
6.77	0.997411	0.947079	1.13797	0.0503319												
6.78	0.997459	0.948082	1.13822	0.0493775												
6.79	0.997507	0.94908	1.13847	0.0484268												
6.8	0.997555	0.950075	1.13871	0.0474798												
6.81	0.997602	0.951066	1.13895	0.0465366												
6.82	0.99765	0.952052	1.13918	0.0455972												
6.83	0.997697	0.953035	1.13941	0.0446616												
6.84	0.997743	0.954014	1.13963	0.0437297												
6.85	0.99779	0.954989	1.13985	0.0428016												
6.86	0.997837	0.955959	1.14006	0.0418773												
6.87	0.997883	0.956926	1.14027	0.0409568												
6.88	0.997929	0.957889	1.14048	0.0400401												
6.89	0.997975	0.958848	1.14068	0.0391271												
6.9	0.998021	0.959803	1.14087	0.038218												
6.91	0.998066	0.960754	1.14107	0.0373126												
6.92	0.998112	0.961701	1.14125	0.036411												
6.93	0.998157	0.962644	1.14143	0.0355133												
6.94	0.998202	0.963583	1.14161	0.0346193												
6.95	0.998247	0.964517	1.14178	0.0337292												
6.96	0.998291	0.965448	1.14195	0.0328429												
6.97	0.998336	0.966375	1.14212	0.0319603												
6.98	0.99838	0.967298	1.14228	0.0310816												
6.99	0.998424	0.968217	1.14243	0.0302067												
7	0.998468	0.969132	1.14258	0.0293356												
7.01	0.998511	0.970043	1.14273	0.0284684												
7.02	0.998555	0.97095	1.14287	0.027605												
7.03	0.998598	0.971853	1.14301	0.0267453												
7.04	0.998641	0.972752	1.14314	0.0258895												
7.05	0.998684	0.973646	1.14327	0.0250376												
7.06	0.998727	0.974537	1.1434	0.0241894												
7.07	0.998769	0.975424	1.14352	0.0233451												
7.08	0.998812	0.976307	1.14364	0.0225047												
7.09	0.998854	0.977186	1.14375	0.021668												
7.1	0.998896	0.97806	1.14386	0.0208352												
7.11	0.998937	0.978931	1.14396	0.0200062												
7.12	0.998979	0.979798	1.14406	0.019181												
7.13	0.99902	0.980661	1.14416	0.0183597												
7.14	0.999061	0.981519	1.14425	0.0175422												
7.15	0.999102	0.982374	1.14434	0.0167286												
7.16	0.999143	0.983224	1.14442	0.0159188												
7.17	0.999184	0.984071	1.1445	0.0151128												
7.18	0.999224	0.984914	1.14458	0.0143106												
7.19	0.999264	0.985752	1.14465	0.0135123												
7.2	0.999304	0.986587	1.14472	0.0127178												
7.21	0.999344	0.987417	1.14478	0.0119272												
7.22	0.999384	0.988243	1.14484	0.0111404												
7.23	0.999423	0.989066	1.14489	0.0103574												
7.24	0.999463	0.989884	1.14495	0.00957828												
7.25	0.999502	0.990699	1.14499	0.00880297												
7.26	0.99954	0.991509	1.14504	0.00803149												
7.27	0.999579	0.992315	1.14508	0.00726385												
7.28	0.999618	0.993118	1.14511	0.00650003												
7.29	0.999656	0.993916	1.14515	0.00574005												
7.3	0.999694	0.99471	1.14518	0.00498389												
7.31	0.999732	0.9955	1.1452	0.00423157												
7.32	0.99977	0.996287	1.14522	0.00348306												
7.33	0.999807	0.997069	1.14524	0.00273839												
7.34	0.999844	0.997847	1.14525	0.00199754												
7.35	0.999882	0.998621	1.14526	0.00126051												
7.36	0.999919	0.999391	1.14527	0.000527299												
7.37	0.999955	1.00016	1.14527	-0.000202091												
7.38	0.999992	1.00092	1.14527	-0.000927662												
7.39	1.00003	1.00168	1.14527	-0.00164942												
7.4	1.00006	1.00243	1.14526	-0.00236736												
7.41	1.0001	1.00318	1.14525	-0.00308149												
7.42	1.00014	1.00393	1.14523	-0.00379181												
7.43	1.00017	1.00467	1.14521	-0.00449832												
7.44	1.00021	1.00541	1.14519	-0.00520103												
7.45	1.00024	1.00614	1.14516	-0.00589994												
7.46	1.00028	1.00687	1.14513	-0.00659504												
7.47	1.00031	1.0076	1.1451	-0.00728634												
7.48	1.00035	1.00832	1.14506	-0.00797385												
7.49	1.00038	1.00904	1.14502	-0.00865757												
7.5	1.00042	1.00975	1.14498	-0.0093375												
7.51	1.00045	1.01046	1.14493	-0.0100136												
7.52	1.00048	1.01117	1.14488	-0.010686												
7.53	1.00052	1.01187	1.14483	-0.0113546												
7.54	1.00055	1.01257	1.14477	-0.0120194												
7.55	1.00058	1.01326	1.14471	-0.0126804												
7.56	1.00062	1.01396	1.14465	-0.0133376												
7.57	1.00065	1.01464	1.14458	-0.0139911												
7.58	1.00068	1.01532	1.14451	-0.0146408												
7.59	1.00072	1.016	1.14444	-0.0152868												
7.6	1.00075	1.01668	1.14436	-0.015929												
7.61	1.00078	1.01735	1.14428	-0.0165674												
7.62	1.00081	1.01801	1.1442	-0.0172021												
7.63	1.00084	1.01868	1.14412	-0.017833												
7.64	1.00088	1.01934	1.14403	-0.0184602												
7.65	1.00091	1.01999	1.14393	-0.0190837												
7.66	1.00094	1.02064	1.14384	-0.0197034												
7.67	1.00097	1.02129	1.14374	-0.0203194												
7.68	1.001	1.02193	1.14364	-0.0209316												
7.69	1.00103	1.02257	1.14353	-0.0215401												
7.7	1.00106	1.02321	1.14343	-0.022145												
7.71	1.00109	1.02384	1.14332	-0.0227461												
7.72	1.00112	1.02447	1.1432	-0.0233435												
7.73	1.00115	1.02509	1.14309	-0.0239371												
7.74	1.00118	1.02571	1.14297	-0.0245271												
7.75	1.00121	1.02632	1.14284	-0.0251134												
7.76	1.00124	1.02694	1.14272	-0.025696												
7.77	1.00127	1.02755	1.14259	-0.0262749												
7.78	1.0013	1.02815	1.14246	-0.0268501												
7.79	1.00133	1.02875	1.14232	-0.0274216												
7.8	1.00136	1.02935	1.14219	-0.0279895												
7.81	1.00139	1.02994	1.14205	-0.0285537												
7.82	1.00141	1.03053	1.1419	-0.0291143												
7.83	1.00144	1.03111	1.14176	-0.0296711												
7.84	1.00147	1.03169	1.14161	-0.0302244												
7.85	1.0015	1.03227	1.14146	-0.0307739												
7.86	1.00152	1.03284	1.1413	-0.0313199												
7.87	1.00155	1.03341	1.14115	-0.0318622												
7.88	1.00158	1.03398	1.14099	-0.0324008												
7.89	1.00161	1.03454	1.14083	-0.0329359												
7.9	1.00163	1.0351	1.14066	-0.0334673												
7.91	1.00166	1.03566	1.14049	-0.0339951												
7.92	1.00169	1.03621	1.14032	-0.0345193												
7.93	1.00171	1.03675	1.14015	-0.0350399												
7.94	1.00174	1.0373	1.13998	-0.0355569												
7.95	1.00176	1.03784	1.1398	-0.0360703												
7.96	1.00179	1.03837	1.13962	-0.0365801												
7.97	1.00182	1.0389	1.13944	-0.0370864												
7.98	1.00184	1.03943	1.13925	-0.037589												
7.99	1.00187	1.03995	1.13906	-0.0380881												
8	1.00189	1.04048	1.13887	-0.0385837												
8.01	1.00192	1.04099	1.13868	-0.0390756												
8.02	1.00194	1.04151	1.13848	-0.0395641												
8.03	1.00197	1.04201	1.13829	-0.040049												
8.04	1.00199	1.04252	1.13809	-0.0405303												
8.05	1.00201	1.04302	1.13788	-0.0410081												
8.06	1.00204	1.04352	1.13768	-0.0414824												
8.07	1.00206	1.04402	1.13747	-0.0419532												
8.08	1.00209	1.04451	1.13726	-0.0424205												
8.09	1.00211	1.04499	1.13705	-0.0428843												
8.1	1.00213	1.04548	1.13683	-0.0433446												
8.11	1.00216	1.04596	1.13662	-0.0438013												
8.12	1.00218	1.04643	1.1364	-0.0442546												
8.13	1.0022	1.04691	1.13618	-0.0447045												
8.14	1.00222	1.04737	1.13595	-0.0451508												
8.15	1.00225	1.04784	1.13573	-0.0455937												
8.16	1.00227	1.0483	1.1355	-0.0460332												
8.17	1.00229	1.04876	1.13527	-0.0464692												
8.18	1.00231	1.04921	1.13504	-0.0469017												
8.19	1.00233	1.04967	1.1348	-0.0473308												
8.2	1.00236	1.05011	1.13457	-0.0477565												
8.21	1.00238	1.05056	1.13433	-0.0481788												
8.22	1.0024	1.051	1.13409	-0.0485976												
8.23	1.00242	1.05143	1.13384	-0.0490131												
8.24	1.00244	1.05187	1.1336	-0.0494251												
8.25	1.00246	1.05229	1.13335	-0.0498338												
8.26	1.00248	1.05272	1.1331	-0.0502391												
8.27	1.0025	1.05314	1.13285	-0.050641												
8.28	1.00252	1.05356	1.1326	-0.0510395												
8.29	1.00254	1.05398	1.13234	-0.0514347												
8.3	1.00256	1.05439	1.13209	-0.0518266												
8.31	1.00258	1.0548	1.13183	-0.052215												
8.32	1.0026	1.0552	1.13157	-0.0526002												
8.33	1.00262	1.0556	1.1313	-0.052982												
8.34	1.00264	1.056	1.13104	-0.0533605												
8.35	1.00266	1.05639	1.13077	-0.0537357												
8.36	1.00268	1.05678	1.1305	-0.0541076												
8.37	1.0027	1.05717	1.13023	-0.0544762												
8.38	1.00271	1.05756	1.12996	-0.0548415												
8.39	1.00273	1.05794	1.12968	-0.0552035												
8.4	1.00275	1.05831	1.12941	-0.0555622												
8.41	1.00277	1.05869	1.12913	-0.0559177												
8.42	1.00279	1.05906	1.12885	-0.0562699												
8.43	1.0028	1.05942	1.12857	-0.0566189												
8.44	1.00282	1.05979	1.12829	-0.0569646												
8.45	1.00284	1.06015	1.128	-0.0573071												
8.46	1.00286	1.0605	1.12772	-0.0576464												
8.47	1.00287	1.06086	1.12743	-0.0579825												
8.48	1.00289	1.06121	1.12714	-0.0583153												
8.49	1.00291	1.06155	1.12685	-0.058645												
8.5	1.00292	1.0619	1.12655	-0.0589714												
8.51	1.00294	1.06224	1.12626	-0.0592947												
8.52	1.00296	1.06257	1.12596	-0.0596148												
8.53	1.00297	1.0629	1.12566	-0.0599318												
8.54	1.00299	1.06323	1.12536	-0.0602456												
8.55	1.003	1.06356	1.12506	-0.0605562												
8.56	1.00302	1.06388	1.12476	-0.0608637												
8.57	1.00304	1.0642	1.12446	-0.0611681												
8.58	1.00305	1.06452	1.12415	-0.0614694												
8.59	1.00307	1.06483	1.12384	-0.0617675												
8.6	1.00308	1.06514	1.12353	-0.0620626												
8.61	1.0031	1.06545	1.12322	-0.0623545												
8.62	1.00311	1.06575	1.12291	-0.0626434												
8.63	1.00312	1.06605	1.1226	-0.0629292												
8.64	1.00314	1.06635	1.12228	-0.0632119												
8.65	1.00315	1.06665	1.12197	-0.0634915												
8.66	1.00317	1.06694	1.12165	-0.0637682												
8.67	1.00318	1.06722	1.12133	-0.0640417												
8.68	1.0032	1.06751	1.12101	-0.0643123												
8.69	1.00321	1.06779	1.12069	-0.0645798												
8.7	1.00322	1.06807	1.12037	-0.0648443												
8.71	1.00324	1.06834	1.12004	-0.0651058												
8.72	1.00325	1.06861	1.11972	-0.0653643												
8.73	1.00326	1.06888	1.11939	-0.0656198												
8.74	1.00327	1.06915	1.11906	-0.0658723												
8.75	1.00329	1.06941	1.11873	-0.0661219												
8.76	1.0033	1.06967	1.1184	-0.0663685												
8.77	1.00331	1.06992	1.11807	-0.0666122												
8.78	1.00332	1.07018	1.11774	-0.0668529												
8.79	1.00334	1.07043	1.1174	-0.0670907												
8.8	1.00335	1.07067	1.11707	-0.0673256												
8.81	1.00336	1.07092	1.11673	-0.0675576												
8.82	1.00337	1.07116	1.11639	-0.0677866												
8.83	1.00338	1.0714	1.11605	-0.0680128												
8.84	1.00339	1.07163	1.11571	-0.0682361												
8.85	1.00341	1.07186	1.11537	-0.0684565												
8.86	1.00342	1.07209	1.11503	-0.068674												
8.87	1.00343	1.07232	1.11469	-0.0688887												
8.88	1.00344	1.07254	1.11434	-0.0691006												
8.89	1.00345	1.07276	1.114	-0.0693096												
8.9	1.00346	1.07298	1.11365	-0.0695158												
8.91	1.00347	1.07319	1.1133	-0.0697192												
8.92	1.00348	1.0734	1.11295	-0.0699197												
8.93	1.00349	1.07361	1.1126	-0.0701175												
8.94	1.0035	1.07381	1.11225	-0.0703125												
8.95	1.00351	1.07402	1.1119	-0.0705047												
8.96	1.00352	1.07421	1.11155	-0.0706941												
8.97	1.00353	1.07441	1.1112	-0.0708808												
8.98	1.00354	1.0746	1.11084	-0.0710647												
8.99	1.00355	1.07479	1.11049	-0.0712459												
9	1.00356	1.07498	1.11013	-0.0714244												
9.01	1.00357	1.07517	1.10977	-0.0716001												
9.02	1.00358	1.07535	1.10942	-0.0717731												
9.03	1.00358	1.07553	1.10906	-0.0719435												
9.04	1.00359	1.0757	1.1087	-0.0721111												
9.05	1.0036	1.07588	1.10834	-0.0722761												
9.06	1.00361	1.07605	1.10797	-0.0724384												
9.07	1.00362	1.07622	1.10761	-0.072598												
9.08	1.00363	1.07638	1.10725	-0.072755												
9.09	1.00363	1.07654	1.10689	-0.0729093												
9.1	1.00364	1.0767	1.10652	-0.073061												
9.11	1.00365	1.07686	1.10616	-0.0732101												
9.12	1.00366	1.07701	1.10579	-0.0733566												
9.13	1.00366	1.07716	1.10542	-0.0735005												
9.14	1.00367	1.07731	1.10506	-0.0736418												
9.15	1.00368	1.07746	1.10469	-0.0737805												
9.16	1.00369	1.0776	1.10432	-0.0739166												
9.17	1.00369	1.07774	1.10395	-0.0740502												
9.18	1.0037	1.07788	1.10358	-0.0741812												
9.19	1.00371	1.07802	1.10321	-0.0743097												
9.2	1.00371	1.07815	1.10284	-0.0744357												
9.21	1.00372	1.07828	1.10246	-0.0745591												
9.22	1.00372	1.0784	1.10209	-0.0746801												
9.23	1.00373	1.07853	1.10172	-0.0747985												
9.24	1.00374	1.07865	1.10134	-0.0749144												
9.25	1.00374	1.07877	1.10097	-0.0750279												
9.26	1.00375	1.07889	1.10059	-0.0751389												
9.27	1.00375	1.079	1.10022	-0.0752474												
9.28	1.00376	1.07911	1.09984	-0.0753535												
9.29	1.00376	1.07922	1.09947	-0.0754572												
9.3	1.00377	1.07933	1.09909	-0.0755584												
9.31	1.00378	1.07943	1.09871	-0.0756572												
9.32	1.00378	1.07953	1.09833	-0.0757536												
9.33	1.00379	1.07963	1.09795	-0.0758476												
9.34	1.00379	1.07973	1.09757	-0.0759392												
9.35	1.00379	1.07982	1.09719	-0.0760284												
9.36	1.0038	1.07991	1.09681	-0.0761152												
9.37	1.0038	1.08	1.09643	-0.0761997												
9.38	1.00381	1.08009	1.09605	-0.0762819												
9.39	1.00381	1.08017	1.09567	-0.0763617												
9.4	1.00382	1.08026	1.09529	-0.0764392												
9.41	1.00382	1.08033	1.09491	-0.0765144												
9.42	1.00382	1.08041	1.09452	-0.0765872												
9.43	1.00383	1.08049	1.09414	-0.0766578												
9.44	1.00383	1.08056	1.09376	-0.0767261												
9.45	1.00383	1.08063	1.09337	-0.0767921												
9.46	1.00384	1.08069	1.09299	-0.0768558												
9.47	1.00384	1.08076	1.09261	-0.0769173												
9.48	1.00384	1.08082	1.09222	-0.0769765												
9.49	1.00385	1.08088	1.09184	-0.0770336												
9.5	1.00385	1.08094	1.09145	-0.0770883												
9.51	1.00385	1.08099	1.09107	-0.0771409												
9.52	1.00386	1.08105	1.09068	-0.0771913												
9.53	1.00386	1.0811	1.09029	-0.0772394												
9.54	1.00386	1.08115	1.08991	-0.0772854												
9.55	1.00386	1.08119	1.08952	-0.0773292												
9.56	1.00387	1.08124	1.08914	-0.0773709												
9.57	1.00387	1.08128	1.08875	-0.0774104												
9.58	1.00387	1.08132	1.08836	-0.0774477												
9.59	1.00387	1.08135	1.08797	-0.077483												
9.6	1.00387	1.08139	1.08759	-0.0775161												
9.61	1.00387	1.08142	1.0872	-0.077547												
9.62	1.00388	1.08145	1.08681	-0.0775759												
9.63	1.00388	1.08148	1.08642	-0.0776027												
9.64	1.00388	1.08151	1.08604	-0.0776274												
9.65	1.00388	1.08153	1.08565	-0.0776501												
9.66	1.00388	1.08155	1.08526	-0.0776707												
9.67	1.00388	1.08157	1.08487	-0.0776892												
9.68	1.00388	1.08159	1.08448	-0.0777057												
9.69	1.00388	1.08161	1.08409	-0.0777202												
9.7	1.00389	1.08162	1.08371	-0.0777326												
9.71	1.00389	1.08163	1.08332	-0.077743												
9.72	1.00389	1.08164	1.08293	-0.0777515												
9.73	1.00389	1.08165	1.08254	-0.0777579												
9.74	1.00389	1.08165	1.08215	-0.0777624												
9.75	1.00389	1.08165	1.08176	-0.0777649												
9.76	1.00389	1.08165	1.08137	-0.0777654												
9.77	1.00389	1.08165	1.08098	-0.077764												
9.78	1.00389	1.08165	1.0806	-0.0777607												
9.79	1.00389	1.08164	1.08021	-0.0777554												
9.8	1.00389	1.08164	1.07982	-0.0777482												
9.81	1.00389	1.08163	1.07943	-0.0777392												
9.82	1.00389	1.08162	1.07904	-0.0777282												
9.83	1.00389	1.0816	1.07865	-0.0777153												
9.84	1.00389	1.08159	1.07826	-0.0777005												
9.85	1.00389	1.08157	1.07787	-0.0776839												
9.86	1.00388	1.08155	1.07749	-0.0776654												
9.87	1.00388	1.08153	1.0771	-0.0776451												
9.88	1.00388	1.08151	1.07671	-0.077623												
9.89	1.00388	1.08148	1.07632	-0.077599												
9.9	1.00388	1.08145	1.07593	-0.0775732												
9.91	1.00388	1.08142	1.07555	-0.0775456												
9.92	1.00388	1.08139	1.07516	-0.0775162												
9.93	1.00388	1.08136	1.07477	-0.077485												
9.94	1.00388	1.08133	1.07438	-0.0774521												
