time V1 V2 V3 I
1.25 0.947879 0.426884 0.453346 0.520995
1.26 0.947903 0.427197 0.458554 0.520706
1.27 0.947932 0.427563 0.46376 0.520368
1.28 0.947966 0.427983 0.468961 0.519983
1.29 0.948004 0.428455 0.474159 0.519549
1.3 0.948047 0.428978 0.479352 0.519069
1.31 0.948095 0.429553 0.48454 0.518542
1.32 0.948148 0.430178 0.489722 0.51797
1.33 0.948205 0.430853 0.494899 0.517352
1.34 0.948267 0.431577 0.500069 0.51669
1.35 0.948333 0.43235 0.505232 0.515983
1.36 0.948404 0.433171 0.510388 0.515233
1.37 0.948479 0.43404 0.515536 0.514439
1.38 0.948558 0.434955 0.520676 0.513603
1.39 0.948642 0.435917 0.525808 0.512725
1.4 0.94873 0.436924 0.53093 0.511806
1.41 0.948821 0.437976 0.536044 0.510846
1.42 0.948917 0.439072 0.541147 0.509845
1.43 0.949017 0.440213 0.54624 0.508805
1.44 0.949121 0.441396 0.551323 0.507725
1.45 0.949229 0.442623 0.556394 0.506607
1.46 0.949341 0.443891 0.561454 0.50545
1.47 0.949457 0.445201 0.566503 0.504256
1.48 0.949576 0.446552 0.571539 0.503025
1.49 0.949699 0.447943 0.576563 0.501757
1.5 0.949826 0.449373 0.581574 0.500453
1.51 0.949957 0.450843 0.586572 0.499113
1.52 0.95009 0.452352 0.591556 0.497739
1.53 0.950228 0.453898 0.596526 0.49633
1.54 0.950369 0.455482 0.601482 0.494887
1.55 0.950513 0.457103 0.606424 0.49341
1.56 0.950661 0.45876 0.61135 0.491901
1.57 0.950812 0.460453 0.616261 0.490359
1.58 0.950966 0.462181 0.621157 0.488785
1.59 0.951123 0.463943 0.626037 0.48718
1.6 0.951284 0.46574 0.6309 0.485544
1.61 0.951447 0.46757 0.635747 0.483877
1.62 0.951614 0.469433 0.640577 0.482181
1.63 0.951783 0.471329 0.64539 0.480455
1.64 0.951956 0.473256 0.650186 0.4787
1.65 0.952131 0.475215 0.654964 0.476917
1.66 0.95231 0.477204 0.659724 0.475105
1.67 0.952491 0.479224 0.664466 0.473267
1.68 0.952675 0.481274 0.669189 0.471401
1.69 0.952861 0.483352 0.673894 0.469509
1.7 0.95305 0.48546 0.678579 0.467591
1.71 0.953242 0.487595 0.683245 0.465647
1.72 0.953437 0.489758 0.687892 0.463678
1.73 0.953633 0.491949 0.692519 0.461685
1.74 0.953833 0.494165 0.697125 0.459667
1.75 0.954034 0.496408 0.701712 0.457626
1.76 0.954239 0.498677 0.706278 0.455562
1.77 0.954445 0.50097 0.710823 0.453475
1.78 0.954654 0.503289 0.715347 0.451365
1.79 0.954865 0.505631 0.71985 0.449234
1.8 0.955078 0.507997 0.724331 0.447081
1.81 0.955293 0.510385 0.728791 0.444908
1.82 0.95551 0.512797 0.733229 0.442713
1.83 0.95573 0.51523 0.737645 0.440499
1.84 0.955951 0.517685 0.742039 0.438266
1.85 0.956174 0.520162 0.74641 0.436013
1.86 0.9564 0.522659 0.750759 0.433741
1.87 0.956627 0.525176 0.755085 0.431451
1.88 0.956856 0.527712 0.759388 0.429143
1.89 0.957087 0.530268 0.763668 0.426818
1.9 0.957319 0.532843 0.767924 0.424476
1.91 0.957553 0.535436 0.772157 0.422117
1.92 0.957789 0.538047 0.776366 0.419742
1.93 0.958027 0.540676 0.780552 0.417351
1.94 0.958266 0.543321 0.784713 0.414945
1.95 0.958506 0.545983 0.788851 0.412523
1.96 0.958748 0.548661 0.792964 0.410088
1.97 0.958992 0.551354 0.797052 0.407638
1.98 0.959237 0.554063 0.801116 0.405174
1.99 0.959483 0.556786 0.805156 0.402697
2 0.959731 0.559524 0.80917 0.400207
2.01 0.95998 0.562275 0.81316 0.397705
2.02 0.96023 0.56504 0.817124 0.39519
2.03 0.960482 0.567818 0.821063 0.392663
2.04 0.960734 0.570609 0.824977 0.390125
2.05 0.960988 0.573412 0.828866 0.387576
2.06 0.961243 0.576226 0.832729 0.385017
2.07 0.961499 0.579052 0.836566 0.382447
2.08 0.961756 0.581889 0.840377 0.379867
2.09 0.962014 0.584737 0.844163 0.377277
2.1 0.962273 0.587594 0.847923 0.374679
2.11 0.962533 0.590462 0.851657 0.372071
2.12 0.962793 0.593338 0.855364 0.369455
2.13 0.963055 0.596224 0.859046 0.366831
2.14 0.963317 0.599118 0.862701 0.364199
2.15 0.96358 0.602021 0.866329 0.36156
2.16 0.963844 0.604931 0.869932 0.358913
2.17 0.964109 0.607849 0.873508 0.35626
2.18 0.964374 0.610774 0.877057 0.3536
2.19 0.96464 0.613706 0.88058 0.350935
2.2 0.964907 0.616644 0.884076 0.348263
2.21 0.965174 0.619588 0.887545 0.345586
2.22 0.965442 0.622537 0.890987 0.342904
2.23 0.96571 0.625492 0.894403 0.340218
2.24 0.965978 0.628452 0.897792 0.337526
2.25 0.966248 0.631416 0.901153 0.334831
2.26 0.966517 0.634385 0.904488 0.332132
2.27 0.966787 0.637358 0.907796 0.329429
2.28 0.967057 0.640334 0.911077 0.326724
2.29 0.967328 0.643313 0.91433 0.324015
2.3 0.967599 0.646295 0.917557 0.321303
2.31 0.96787 0.64928 0.920756 0.31859
2.32 0.968141 0.652267 0.923929 0.315874
2.33 0.968413 0.655256 0.927074 0.313157
2.34 0.968684 0.658246 0.930192 0.310438
2.35 0.968956 0.661238 0.933283 0.307718
2.36 0.969228 0.664231 0.936346 0.304998
2.37 0.9695 0.667224 0.939383 0.302276
2.38 0.969772 0.670218 0.942392 0.299555
2.39 0.970045 0.673211 0.945374 0.296833
2.4 0.970317 0.676205 0.948328 0.294112
2.41 0.970589 0.679198 0.951256 0.291391
2.42 0.970861 0.68219 0.954156 0.288671
2.43 0.971133 0.685181 0.957029 0.285952
2.44 0.971405 0.688171 0.959875 0.283234
2.45 0.971677 0.691159 0.962694 0.280518
2.46 0.971948 0.694144 0.965486 0.277804
2.47 0.97222 0.697128 0.96825 0.275091
2.48 0.972491 0.700109 0.970987 0.272381
2.49 0.972762 0.703088 0.973698 0.269674
2.5 0.973032 0.706063 0.976381 0.266969
2.51 0.973303 0.709035 0.979037 0.264268
2.52 0.973573 0.712003 0.981666 0.26157
2.53 0.973843 0.714968 0.984269 0.258875
2.54 0.974112 0.717928 0.986844 0.256184
2.55 0.974381 0.720885 0.989392 0.253497
2.56 0.97465 0.723836 0.991914 0.250814
2.57 0.974918 0.726783 0.994409 0.248136
2.58 0.975186 0.729725 0.996877 0.245462
2.59 0.975454 0.732661 0.999318 0.242793
2.6 0.97572 0.735592 1.00173 0.240129
2.61 0.975987 0.738517 1.00412 0.23747
2.62 0.976253 0.741436 1.00648 0.234817
2.63 0.976518 0.744349 1.00882 0.232169
2.64 0.976783 0.747255 1.01113 0.229528
2.65 0.977047 0.750155 1.01341 0.226892
2.66 0.97731 0.753048 1.01566 0.224263
2.67 0.977573 0.755933 1.01789 0.22164
2.68 0.977836 0.758812 1.0201 0.219024
2.69 0.978097 0.761683 1.02227 0.216415
2.7 0.978358 0.764546 1.02442 0.213812
2.71 0.978618 0.767401 1.02655 0.211217
2.72 0.978878 0.770248 1.02865 0.208629
2.73 0.979137 0.773087 1.03072 0.206049
2.74 0.979395 0.775918 1.03277 0.203477
2.75 0.979652 0.778739 1.03479 0.200912
2.76 0.979908 0.781552 1.03679 0.198356
2.77 0.980164 0.784356 1.03876 0.195808
2.78 0.980419 0.787151 1.0407 0.193268
2.79 0.980673 0.789936 1.04262 0.190737
2.8 0.980926 0.792711 1.04452 0.188215
2.81 0.981178 0.795477 1.04639 0.185701
2.82 0.981429 0.798233 1.04823 0.183196
2.83 0.98168 0.800979 1.05005 0.180701
2.84 0.981929 0.803714 1.05185 0.178215
2.85 0.982178 0.806439 1.05362 0.175739
2.86 0.982426 0.809154 1.05536 0.173272
2.87 0.982672 0.811858 1.05708 0.170815
2.88 0.982918 0.814551 1.05878 0.168367
2.89 0.983163 0.817233 1.06045 0.16593
2.9 0.983406 0.819903 1.0621 0.163503
2.91 0.983649 0.822563 1.06372 0.161086
2.92 0.983891 0.825211 1.06532 0.15868
2.93 0.984131 0.827847 1.06689 0.156284
2.94 0.984371 0.830472 1.06845 0.153899
2.95 0.98461 0.833085 1.06997 0.151525
2.96 0.984847 0.835685 1.07148 0.149162
2.97 0.985083 0.838274 1.07296 0.146809
2.98 0.985319 0.84085 1.07441 0.144468
2.99 0.985553 0.843414 1.07585 0.142138
3 0.985786 0.845966 1.07726 0.13982
3.01 0.986017 0.848505 1.07864 0.137512
3.02 0.986248 0.851031 1.08001 0.135217
3.03 0.986478 0.853545 1.08135 0.132933
3.04 0.986706 0.856045 1.08266 0.130661
3.05 0.986933 0.858533 1.08396 0.128401
3.06 0.987159 0.861007 1.08523 0.126153
3.07 0.987384 0.863468 1.08648 0.123916
3.08 0.987608 0.865915 1.08771 0.121692
3.09 0.98783 0.86835 1.08892 0.119481
3.1 0.988051 0.87077 1.0901 0.117281
3.11 0.988271 0.873177 1.09126 0.115094
3.12 0.98849 0.87557 1.0924 0.112919
3.13 0.988707 0.87795 1.09352 0.110757
3.14 0.988924 0.880315 1.09462 0.108608
3.15 0.989139 0.882667 1.09569 0.106472
3.16 0.989352 0.885005 1.09675 0.104348
3.17 0.989565 0.887328 1.09778 0.102237
3.18 0.989776 0.889637 1.09879 0.100139
3.19 0.989985 0.891932 1.09978 0.0980537
3.2 0.990194 0.894212 1.10075 0.0959817
3.21 0.990401 0.896478 1.1017 0.0939229
3.22 0.990607 0.89873 1.10263 0.0918773
3.23 0.990812 0.900967 1.10354 0.0898449
3.24 0.991015 0.903189 1.10443 0.0878259
3.25 0.991217 0.905397 1.1053 0.0858202
3.26 0.991417 0.907589 1.10615 0.0838279
3.27 0.991617 0.909767 1.10697 0.0818491
3.28 0.991814 0.911931 1.10778 0.0798838
3.29 0.992011 0.914079 1.10857 0.0779321
3.3 0.992206 0.916212 1.10934 0.075994
3.31 0.9924 0.91833 1.11009 0.0740696
3.32 0.992592 0.920434 1.11082 0.0721588
3.33 0.992783 0.922522 1.11154 0.0702618
3.34 0.992973 0.924595 1.11223 0.0683786
3.35 0.993161 0.926652 1.1129 0.0665092
3.36 0.993348 0.928695 1.11356 0.0646536
3.37 0.993534 0.930722 1.1142 0.0628119
3.38 0.993718 0.932734 1.11482 0.0609842
3.39 0.993901 0.934731 1.11542 0.0591704
3.4 0.994082 0.936712 1.116 0.0573705
3.41 0.994262 0.938678 1.11656 0.0555846
3.42 0.994441 0.940628 1.11711 0.0538128
3.43 0.994618 0.942563 1.11764 0.052055
3.44 0.994794 0.944483 1.11815 0.0503113
3.45 0.994968 0.946387 1.11865 0.0485817
3.46 0.995141 0.948275 1.11912 0.0468661
3.47 0.995313 0.950148 1.11958 0.0451647
3.48 0.995483 0.952005 1.12003 0.0434774
3.49 0.995652 0.953847 1.12045 0.0418043
3.5 0.995819 0.955674 1.12086 0.0401453
3.51 0.995985 0.957484 1.12126 0.0385005
3.52 0.996149 0.959279 1.12163 0.0368699
3.53 0.996312 0.961059 1.12199 0.0352534
3.54 0.996474 0.962823 1.12234 0.0336512
3.55 0.996634 0.964571 1.12267 0.0320631
3.56 0.996793 0.966304 1.12298 0.0304893
3.57 0.99695 0.968021 1.12328 0.0289296
3.58 0.997106 0.969722 1.12356 0.0273841
3.59 0.997261 0.971408 1.12382 0.0258529
3.6 0.997414 0.973078 1.12408 0.0243358
3.61 0.997566 0.974733 1.12431 0.0228329
3.62 0.997716 0.976372 1.12453 0.0213442
3.63 0.997865 0.977995 1.12474 0.0198697
3.64 0.998012 0.979603 1.12493 0.0184093
3.65 0.998158 0.981195 1.12511 0.0169631
3.66 0.998303 0.982772 1.12527 0.0155311
3.67 0.998446 0.984333 1.12542 0.0141132
3.68 0.998588 0.985879 1.12555 0.0127094
3.69 0.998728 0.987409 1.12567 0.0113197
3.7 0.998867 0.988923 1.12578 0.00994409
3.71 0.999005 0.990422 1.12587 0.00858257
3.72 0.999141 0.991906 1.12595 0.00723509
3.73 0.999276 0.993374 1.12602 0.00590166
3.74 0.999409 0.994827 1.12607 0.00458224
3.75 0.999541 0.996264 1.12611 0.0032768
3.76 0.999672 0.997686 1.12613 0.00198534
3.77 0.999801 0.999093 1.12615 0.000707823
3.78 0.999929 1.00048 1.12615 -0.000555777
3.79 1.00005 1.00186 1.12614 -0.00180549
3.8 1.00018 1.00322 1.12611 -0.00304133
3.81 1.0003 1.00457 1.12608 -0.00426334
3.82 1.00043 1.0059 1.12603 -0.00547154
3.83 1.00055 1.00721 1.12597 -0.00666597
3.84 1.00067 1.00851 1.12589 -0.00784666
3.85 1.00078 1.0098 1.12581 -0.00901364
3.86 1.0009 1.01107 1.12571 -0.0101669
3.87 1.00102 1.01232 1.12561 -0.0113066
3.88 1.00113 1.01356 1.12549 -0.0124327
3.89 1.00124 1.01479 1.12536 -0.0135451
3.9 1.00135 1.016 1.12522 -0.0146441
3.91 1.00146 1.01719 1.12507 -0.0157296
3.92 1.00157 1.01837 1.1249 -0.0168016
3.93 1.00168 1.01954 1.12473 -0.0178602
3.94 1.00179 1.02069 1.12455 -0.0189054
3.95 1.00189 1.02183 1.12435 -0.0199373
3.96 1.00199 1.02295 1.12415 -0.020956
3.97 1.00209 1.02406 1.12393 -0.0219613
3.98 1.0022 1.02515 1.12371 -0.0229535
3.99 1.00229 1.02623 1.12347 -0.0239326
4 1.00239 1.02729 1.12323 -0.0248985
4.01 1.00249 1.02834 1.12298 -0.0258514
4.02 1.00258 1.02938 1.12271 -0.0267913
4.03 1.00268 1.0304 1.12244 -0.0277182
4.04 1.00277 1.0314 1.12216 -0.0286322
4.05 1.00286 1.0324 1.12187 -0.0295333
4.06 1.00295 1.03337 1.12157 -0.0304217
4.07 1.00304 1.03434 1.12126 -0.0312972
4.08 1.00313 1.03529 1.12094 -0.0321601
4.09 1.00322 1.03623 1.12062 -0.0330103
4.1 1.0033 1.03715 1.12028 -0.033848
4.11 1.00338 1.03806 1.11994 -0.0346731
4.12 1.00347 1.03895 1.11959 -0.0354857
4.13 1.00355 1.03983 1.11923 -0.0362859
4.14 1.00363 1.0407 1.11886 -0.0370737
4.15 1.00371 1.04156 1.11849 -0.0378491
4.16 1.00378 1.0424 1.11811 -0.0386124
4.17 1.00386 1.04322 1.11772 -0.0393634
4.18 1.00394 1.04404 1.11732 -0.0401023
4.19 1.00401 1.04484 1.11691 -0.0408291
4.2 1.00408 1.04563 1.1165 -0.0415438
4.21 1.00415 1.0464 1.11608 -0.0422467
4.22 1.00422 1.04716 1.11566 -0.0429376
4.23 1.00429 1.04791 1.11522 -0.0436166
4.24 1.00436 1.04865 1.11479 -0.0442839
4.25 1.00443 1.04937 1.11434 -0.0449395
4.26 1.00449 1.05008 1.11389 -0.0455834
4.27 1.00456 1.05077 1.11343 -0.0462158
4.28 1.00462 1.05146 1.11296 -0.0468366
4.29 1.00468 1.05213 1.11249 -0.0474459
4.3 1.00474 1.05279 1.11201 -0.0480439
4.31 1.0048 1.05343 1.11153 -0.0486305
4.32 1.00486 1.05407 1.11104 -0.0492059
4.33 1.00492 1.05469 1.11055 -0.04977
4.34 1.00498 1.0553 1.11005 -0.0503231
4.35 1.00503 1.0559 1.10954 -0.050865
4.36 1.00509 1.05648 1.10903 -0.051396
4.37 1.00514 1.05706 1.10851 -0.0519161
4.38 1.00519 1.05762 1.10799 -0.0524252
4.39 1.00524 1.05817 1.10746 -0.0529236
4.4 1.00529 1.0587 1.10693 -0.0534113
4.41 1.00534 1.05923 1.1064 -0.0538883
4.42 1.00539 1.05974 1.10585 -0.0543547
4.43 1.00543 1.06025 1.10531 -0.0548106
4.44 1.00548 1.06074 1.10476 -0.055256
4.45 1.00553 1.06122 1.1042 -0.0556911
4.46 1.00557 1.06168 1.10364 -0.0561158
4.47 1.00561 1.06214 1.10308 -0.0565304
4.48 1.00565 1.06259 1.10251 -0.0569347
4.49 1.00569 1.06302 1.10194 -0.057329
4.5 1.00573 1.06345 1.10137 -0.0577132
4.51 1.00577 1.06386 1.10079 -0.0580875
4.52 1.00581 1.06426 1.10021 -0.0584519
4.53 1.00584 1.06465 1.09962 -0.0588065
4.54 1.00588 1.06503 1.09903 -0.0591513
4.55 1.00591 1.0654 1.09844 -0.0594865
4.56 1.00595 1.06576 1.09784 -0.0598121
4.57 1.00598 1.06611 1.09724 -0.0601282
4.58 1.00601 1.06645 1.09664 -0.0604348
4.59 1.00604 1.06678 1.09603 -0.0607321
4.6 1.00607 1.06709 1.09542 -0.06102
4.61 1.0061 1.0674 1.09481 -0.0612988
4.62 1.00613 1.0677 1.0942 -0.0615683
4.63 1.00616 1.06799 1.09358 -0.0618288
4.64 1.00618 1.06826 1.09296 -0.0620803
4.65 1.00621 1.06853 1.09234 -0.0623229
4.66 1.00623 1.06879 1.09171 -0.0625566
4.67 1.00626 1.06904 1.09109 -0.0627815
4.68 1.00628 1.06928 1.09046 -0.0629977
4.69 1.0063 1.0695 1.08983 -0.0632052
4.7 1.00632 1.06972 1.0892 -0.0634042
4.71 1.00634 1.06993 1.08856 -0.0635947
4.72 1.00636 1.07014 1.08792 -0.0637768
4.73 1.00638 1.07033 1.08728 -0.0639505
4.74 1.00639 1.07051 1.08664 -0.064116
4.75 1.00641 1.07068 1.086 -0.0642733
4.76 1.00643 1.07085 1.08536 -0.0644225
4.77 1.00644 1.07101 1.08471 -0.0645636
4.78 1.00646 1.07115 1.08407 -0.0646967
4.79 1.00647 1.07129 1.08342 -0.0648219
4.8 1.00648 1.07142 1.08277 -0.0649394
4.81 1.00649 1.07154 1.08212 -0.065049
4.82 1.0065 1.07166 1.08147 -0.065151
4.83 1.00651 1.07176 1.08082 -0.0652454
4.84 1.00652 1.07186 1.08017 -0.0653323
4.85 1.00653 1.07194 1.07951 -0.0654117
4.86 1.00654 1.07202 1.07886 -0.0654837
4.87 1.00655 1.0721 1.0782 -0.0655484
4.88 1.00655 1.07216 1.07755 -0.0656059
4.89 1.00656 1.07222 1.07689 -0.0656562
4.9 1.00657 1.07226 1.07623 -0.0656994
4.91 1.00657 1.07231 1.07558 -0.0657356
4.92 1.00657 1.07234 1.07492 -0.0657649
4.93 1.00658 1.07236 1.07426 -0.0657873
4.94 1.00658 1.07238 1.0736 -0.065803
4.95 1.00658 1.07239 1.07295 -0.0658119
4.96 1.00658 1.07239 1.07229 -0.0658141
4.97 1.00658 1.07239 1.07163 -0.0658098
4.98 1.00658 1.07238 1.07097 -0.0657989
4.99 1.00658 1.07236 1.07031 -0.0657817
5 1.00658 1.07234 1.06966 -0.065758
5.01 1.00658 1.0723 1.069 -0.0657281
5.02 1.00657 1.07226 1.06834 -0.065692
5.03 1.00657 1.07222 1.06768 -0.0656497
5.04 1.00656 1.07217 1.06703 -0.0656014
5.05 1.00656 1.07211 1.06637 -0.065547
5.06 1.00655 1.07204 1.06572 -0.0654868
5.07 1.00655 1.07197 1.06506 -0.0654206
5.08 1.00654 1.07189 1.06441 -0.0653487
5.09 1.00653 1.07181 1.06376 -0.0652711
5.1 1.00653 1.07171 1.0631 -0.0651878
5.11 1.00652 1.07162 1.06245 -0.0650989
5.12 1.00651 1.07151 1.0618 -0.0650045
5.13 1.0065 1.0714 1.06115 -0.0649047
5.14 1.00649 1.07129 1.0605 -0.0647996
5.15 1.00648 1.07117 1.05986 -0.0646891
5.16 1.00647 1.07104 1.05921 -0.0645734
5.17 1.00646 1.07091 1.05856 -0.0644525
5.18 1.00644 1.07077 1.05792 -0.0643265
5.19 1.00643 1.07063 1.05728 -0.0641956
5.2 1.00642 1.07048 1.05664 -0.0640596
5.21 1.00641 1.07032 1.056 -0.0639188
5.22 1.00639 1.07016 1.05536 -0.0637731
5.23 1.00638 1.07 1.05472 -0.0636227
5.24 1.00636 1.06983 1.05409 -0.0634676
5.25 1.00635 1.06965 1.05345 -0.0633079
5.26 1.00633 1.06947 1.05282 -0.0631437
5.27 1.00631 1.06929 1.05219 -0.0629749
5.28 1.0063 1.0691 1.05156 -0.0628017
5.29 1.00628 1.0689 1.05093 -0.0626242
5.3 1.00626 1.0687 1.05031 -0.0624424
5.31 1.00624 1.0685 1.04968 -0.0622563
5.32 1.00623 1.06829 1.04906 -0.0620661
5.33 1.00621 1.06808 1.04844 -0.0618718
5.34 1.00619 1.06786 1.04783 -0.0616735
5.35 1.00617 1.06764 1.04721 -0.0614712
5.36 1.00615 1.06741 1.0466 -0.061265
5.37 1.00613 1.06718 1.04598 -0.061055
5.38 1.00611 1.06695 1.04538 -0.0608411
5.39 1.00608 1.06671 1.04477 -0.0606236
5.4 1.00606 1.06646 1.04416 -0.0604024
5.41 1.00604 1.06622 1.04356 -0.0601776
5.42 1.00602 1.06597 1.04296 -0.0599493
5.43 1.00599 1.06571 1.04236 -0.0597175
5.44 1.00597 1.06545 1.04176 -0.0594823
5.45 1.00595 1.06519 1.04117 -0.0592438
5.46 1.00592 1.06493 1.04058 -0.059002
5.47 1.0059 1.06466 1.03999 -0.0587569
5.48 1.00588 1.06438 1.03941 -0.0585087
5.49 1.00585 1.06411 1.03882 -0.0582574
5.5 1.00583 1.06383 1.03824 -0.0580031
5.51 1.0058 1.06355 1.03766 -0.0577457
5.52 1.00577 1.06326 1.03708 -0.0574854
5.53 1.00575 1.06297 1.03651 -0.0572223
5.54 1.00572 1.06268 1.03594 -0.0569563
5.55 1.0057 1.06238 1.03537 -0.0566876
5.56 1.00567 1.06208 1.03481 -0.0564161
5.57 1.00564 1.06178 1.03424 -0.0561421
5.58 1.00561 1.06148 1.03368 -0.0558654
5.59 1.00559 1.06117 1.03313 -0.0555862
5.6 1.00556 1.06086 1.03257 -0.0553045
5.61 1.00553 1.06055 1.03202 -0.0550205
5.62 1.0055 1.06024 1.03147 -0.054734
5.63 1.00547 1.05992 1.03093 -0.0544452
