t x y error
2.56 539 1.63613 1.89987
2.6 540 1.93199 1.89301
2.64 541 2.26062 1.85538
2.68 542 2.62389 1.78511
2.72 543 3.02364 1.68036
2.76 544 3.46174 1.54026
2.8 545 3.94006 1.36294
2.84 546 4.46046 1.22254
2.88 547 5.02479 0.972214
2.92 548 5.63491 0.688088
2.96 549 6.2927 0.367303
3 550 7 0
3.04 551 7.76016 0.396156
3.08 552 8.58239 0.839389
3.12 553 9.4774 1.3394
3.16 554 10.4559 1.90188
3.2 555 11.5285 2.53852
3.24 556 12.706 3.25403
3.28 557 13.9991 4.05611
3.32 558 15.4184 4.94844
3.36 559 16.9747 5.94472
3.4 560 18.6787 7.03866
3.44 561 20.541 8.24095
3.48 562 22.5723 9.54229
3.52 563 24.7834 10.9434
3.56 564 27.1849 12.4249
3.6 565 29.7875 13.9575
3.64 566 32.602 15.472
3.68 567 35.6391 16.8591
3.72 568 38.9093 17.7993
3.76 569 42.4235 17.3335
3.8 570 46.1923 18.6423
3.84 571 50.2264 21.4064
3.88 572 54.5365 24.3265
3.92 573 59.1334 27.2334
3.96 574 64.0276 14.5376
4 575 69.23 0
4.04 576 74.748 1.59198
4.08 577 80.5767 0.883313
4.12 578 86.7078 0.57217
4.16 579 93.1333 1.17671
4.2 580 99.8449 2.55509
4.24 581 106.835 4.36549
4.28 582 114.094 6.60605
4.32 583 121.615 9.18494
4.36 584 129.39 11.8103
4.4 585 137.41 14.7904
4.44 586 145.667 17.7332
4.48 587 154.153 20.8471
4.52 588 162.86 24.0401
4.56 589 171.78 26.5203
4.6 590 180.904 23.7961
4.64 591 190.225 21.7755
4.68 592 199.733 19.9667
4.72 593 209.422 18.1778
4.76 594 219.283 16.217
4.8 595 229.307 14.0926
4.84 596 239.487 11.8125
4.88 597 249.815 9.38508
4.92 598 260.282 6.6184
4.96 599 270.879 3.42066
5 600 281.6 0
5.04 601 292.429 8.97127
5.08 602 303.324 5.97605
5.12 603 314.237 2.66256
5.16 604 325.121 0.820925
5.2 605 335.926 4.32617
5.24 606 346.605 7.90494
5.28 607 357.109 11.209
5.32 608 367.39 13.59
5.36 609 377.4 10.9998
5.4 610 387.09 13.0902
5.44 611 396.413 16.2128
5.48 612 405.319 19.2194
5.52 613 413.762 22.2619
5.56 614 421.692 25.0918
5.6 615 429.061 27.6611
5.64 616 435.821 26.7214
5.68 617 441.924 26.6245
5.72 618 447.322 24.6221
5.76 619 451.966 13.366
5.8 620 455.808 14.208
5.84 621 458.8 12.5998
5.88 622 460.893 10.2931
5.92 623 462.04 7.53976
5.96 624 462.191 4.09147
6 625 461.3 0
6.04 626 459.334 1.3656
6.08 627 456.333 0.267027
6.12 628 452.351 0.94868
6.16 629 447.445 3.05495
6.2 630 441.67 6.23025
6.24 631 435.081 10.019
6.28 632 427.735 14.1655
6.32 633 419.686 18.3142
6.36 634 410.99 22.1095
6.4 635 401.704 25.1958
6.44 636 391.882 27.2176
6.48 637 381.581 28.5191
6.52 638 370.855 29.0448
6.56 639 359.761 29.039
6.6 640 348.354 28.5463
6.64 641 336.689 27.6109
6.68 642 324.823 26.1774
6.72 643 312.81 23.3899
6.76 644 300.707 21.3931
6.8 645 288.569 19.7312
6.84 646 276.451 17.6486
6.88 647 264.41 13.2899
6.92 648 252.501 6.99923
6.96 649 240.779 3.42114
7 650 229.3 0
7.04 651 218.111 3.11066
7.08 652 207.221 6.02073
7.12 653 196.631 8.53095
7.16 654 186.342 10.7421
7.2 655 176.355 12.5548
7.24 656 166.67 14.0699
7.28 657 157.288 15.1882
7.32 658 148.21 15.9103
7.36 659 139.437 16.3371
7.4 660 130.969 16.3692
7.44 661 122.807 16.2074
7.48 662 114.952 15.7824
7.52 663 107.405 15.1051
7.56 664 100.166 14.2361
7.6 665 93.2361 13.1961
7.64 666 86.616 12.026
7.68 667 80.3065 10.7465
7.72 668 74.3083 9.38827
7.76 669 68.6221 7.99211
7.8 670 63.2487 6.56874
7.84 671 58.1889 5.14892
7.88 672 53.4434 3.7634
7.92 673 49.0129 2.4329
7.96 674 44.8982 1.16819
8 675 41.1 0
8.04 676 37.6166 1.05336
8.08 677 34.4367 1.99331
8.12 678 31.5463 2.81372
8.16 679 28.9315 3.51846
8.2 680 26.5786 4.11139
8.24 681 24.4736 4.58637
8.28 682 22.6027 4.94726
8.32 683 20.9521 5.20794
8.36 684 19.5077 5.36225
8.4 685 18.2559 5.41408
8.44 686 17.1827 5.38728
8.48 687 16.2743 5.26572
8.52 688 15.5167 5.06325
8.56 689 14.8962 4.80375
8.6 690 14.3989 4.47108
8.64 691 14.0109 4.0891
8.68 692 13.7183 3.67168
8.72 693 13.5073 3.21268
8.76 694 13.364 2.73596
8.8 695 13.2746 2.24539
8.84 696 13.2252 1.75483
8.88 697 13.2019 1.27815
8.92 698 13.1908 0.809206
8.96 699 13.1781 0.381869
9 700 13.15 0
9.04 701 13.0952 0.335169
9.08 702 13.0129 0.622933
9.12 703 12.9052 0.855221
9.16 704 12.774 1.04396
9.2 705 12.6211 1.19108
9.24 706 12.4485 1.2985
9.28 707 12.2582 1.37816
9.32 708 12.052 1.42199
9.36 709 11.8319 1.4419
9.4 710 11.5998 1.42983
9.44 711 11.3577 1.39571
9.48 712 11.1075 1.34347
9.52 713 10.851 1.27402
9.56 714 10.5903 1.18931
9.6 715 10.3272 1.09325
9.64 716 10.0638 0.986779
9.68 717 9.80182 0.872821
9.72 718 9.54331 0.755306
9.76 719 9.29016 0.635159
9.8 720 9.04431 0.51531
9.84 721 8.80769 0.397687
9.88 722 8.58222 0.285216
9.92 723 8.36983 0.179826
9.96 724 8.17244 0.0844446
10 725 7.992 0
10.04 726 7.82998 0.0700225
10.08 727 7.68609 0.126907
10.12 728 7.55962 0.171381
10.16 729 7.44983 0.203171
10.2 730 7.356 0.222004
10.24 731 7.27739 0.229607
10.28 732 7.21329 0.226706
10.32 733 7.16297 0.212029
10.36 734 7.1257 0.188302
10.4 735 7.10075 0.155252
10.44 736 7.08739 0.112605
10.48 737 7.08491 0.0880899
10.52 738 7.09257 0.068432
10.56 739 7.10964 0.0543586
10.6 740 7.1354 0.0425964
10.64 741 7.16913 0.0328724
10.68 742 7.21009 0.0249133
10.72 743 7.25755 0.018446
10.76 744 7.3108 0.0131974
10.8 745 7.36911 0.00889422
10.84 746 7.43174 0.00526337
10.88 747 7.49797 0.00203168
10.92 748 7.56707 0.000926
10.96 749 7.63833 0.000326842
11 750 7.711 0
11.04 751 7.78448 0.00151685
11.08 752 7.85863 0.00536796
11.12 753 7.93342 0.00858108
11.16 754 8.00882 0.0131839
11.2 755 8.0848 0.0182043
11.24 756 8.16133 0.0236698
11.28 757 8.23839 0.0286083
11.32 758 8.31595 0.0340476
11.36 759 8.39398 0.0390152
11.4 760 8.47246 0.042539
11.44 761 8.55135 0.0466468
11.48 762 8.63063 0.0493662
11.52 763 8.71028 0.0517249
11.56 764 8.79025 0.0527509
11.6 765 8.87053 0.0534716
11.64 766 8.95108 0.052915
11.68 767 9.03189 0.0511088
11.72 768 9.11292 0.0480806
11.76 769 9.19414 0.0448583
11.8 770 9.27553 0.0404695
11.84 771 9.35706 0.033942
11.88 772 9.4387 0.0273036
11.92 773 9.52042 0.019582
11.96 774 9.6022 0.0108049
12 775 9.684 0
