t x y error
3.86667 533 1.74043 0.11457
3.93333 534 2.05516 0.0728368
4 535 2.404 0
4.06667 536 2.7884 0.104395
4.13333 537 3.20132 0.236316
4.2 538 3.63361 0.383609
4.26667 539 4.07612 0.54012
4.33333 540 4.51969 0.694693
4.4 541 4.95518 0.839177
4.46667 542 5.37341 0.964415
4.53333 543 5.76525 1.06125
4.6 544 6.12154 1.11954
4.66667 545 6.43312 1.13012
4.73333 546 6.69083 1.00783
4.8 547 6.88553 0.888535
4.86667 548 7.00807 0.685066
4.93333 549 7.04927 0.389272
5 550 7 0
5.06667 551 6.85899 0.505008
5.13333 552 6.65658 1.08642
5.2 553 6.43098 1.70702
5.26667 554 6.22043 2.33357
5.33333 555 6.06315 2.92685
5.4 556 5.99737 3.45463
5.46667 557 6.06131 3.88169
5.53333 558 6.29321 4.17679
5.6 559 6.73127 4.29873
5.66667 560 7.41374 4.22626
5.73333 561 8.37883 3.92117
5.8 562 9.66478 3.36522
5.86667 563 11.3098 2.53019
5.93333 564 13.3521 1.40786
6 565 15.83 0
6.06667 566 18.7731 1.64307
6.13333 567 22.1768 3.39682
6.2 568 26.0282 4.91819
6.26667 569 30.3141 5.22409
6.33333 570 35.0215 7.47147
6.4 571 40.1372 11.3172
6.46667 572 45.6483 15.4383
6.53333 573 51.5417 19.6417
6.6 574 57.8042 8.31419
6.66667 575 64.4228 4.80718
6.73333 576 71.3845 4.95552
6.8 577 78.6761 2.7839
6.86667 578 86.2846 0.995395
6.93333 579 94.1969 0.11307
7 580 102.4 0
7.06667 581 110.878 0.321643
7.13333 582 119.607 1.09299
7.2 583 128.559 2.24142
7.26667 584 137.706 3.49431
7.33333 585 147.021 5.17903
7.4 586 156.477 6.92296
7.46667 587 166.047 8.95348
7.53333 588 175.702 11.198
7.6 589 185.416 12.8838
7.66667 590 195.162 9.53834
7.73333 591 204.911 7.08897
7.8 592 214.637 5.06308
7.86667 593 224.312 3.28804
7.93333 594 233.909 1.59122
8 595 243.4 0
8.06667 596 252.764 1.46403
8.13333 597 262.002 2.8024
8.2 598 271.122 4.22245
8.26667 599 280.131 5.83149
8.33333 600 289.037 7.43686
8.4 601 297.846 3.55412
8.46667 602 306.566 2.73412
8.53333 603 315.204 1.69582
8.6 604 323.768 0.531903
8.66667 605 332.265 0.664971
8.73333 606 340.702 2.00212
8.8 607 349.087 3.18687
8.86667 608 357.427 3.62655
8.93333 609 365.728 0.671512
9 610 374 0
9.06667 611 382.237 2.03713
9.13333 612 390.391 4.29074
9.2 613 398.4 6.90043
9.26667 614 406.206 9.60579
9.33333 615 413.746 12.3464
9.4 616 420.962 11.8618
9.46667 617 427.792 12.4917
9.53333 618 434.176 11.4755
9.6 619 440.053 1.453
9.66667 620 445.364 3.76364
9.73333 621 450.047 3.84704
9.8 622 454.043 3.44279
9.86667 623 457.29 2.79047
9.93333 624 459.73 1.62968
10 625 461.3 0
10.0667 626 461.952 1.25209
10.1333 627 461.681 5.08095
10.2 628 460.493 7.19262
10.2667 629 458.393 7.89318
10.3333 630 455.389 7.48869
10.4 631 451.485 6.38521
10.4667 632 446.689 4.78881
10.5333 633 441.006 3.00555
10.6 634 434.441 1.34149
10.6667 635 427.003 0.102705
10.7333 636 418.695 0.404753
10.8 637 409.525 0.574816
10.8667 638 399.499 0.40142
10.9333 639 388.621 0.178503
11 640 376.9 0
11.0667 641 364.358 0.0579088
11.1333 642 351.09 0.0900708
11.2 643 337.209 1.00909
11.2667 644 322.828 0.72757
11.3333 645 308.058 0.241885
11.4 646 293.013 1.08667
11.4667 647 277.806 0.105815
11.5333 648 262.548 3.04818
11.6 649 247.353 3.15302
11.6667 650 232.333 3.03295
11.7333 651 217.601 2.60057
11.8 652 203.268 2.06848
11.8667 653 189.449 1.34928
11.9333 654 176.256 0.65559
12 655 163.8 0
12.0667 656 152.17 0.430194
12.1333 657 141.351 0.74895
12.2 658 131.304 0.995538
12.2667 659 121.991 1.10923
12.3333 660 113.371 1.2293
12.4 661 105.405 1.19501
12.4667 662 98.0544 1.11563
12.5333 663 91.2796 1.02044
12.6 664 85.0413 0.888703
12.6667 665 79.3003 0.739694
12.7333 666 74.0173 0.57268
12.8 667 69.1531 0.406934
12.8667 668 64.6683 0.251725
12.9333 669 60.5237 0.106323
13 670 56.68 0
13.0667 671 53.1025 0.0624898
13.1333 672 49.7745 0.0944511
13.2 673 46.6837 0.103704
13.2667 674 43.8181 0.0880686
13.3333 675 41.1654 0.065365
13.4 676 38.7134 0.0434133
13.4667 677 36.45 0.0200336
13.5333 678 34.363 0.00304599
13.6 679 32.4403 0.00972942
13.6667 680 30.6695 0.0204725
13.7333 681 29.0386 0.0213632
13.8 682 27.5354 0.0145814
13.8667 683 26.1477 0.012307
13.9333 684 24.8633 0.00671992
14 685 23.67 0
14.0667 686 22.5571 0.012927
14.1333 687 21.5193 0.0206799
14.2 688 20.553 0.0270376
14.2667 689 19.6542 0.045779
14.3333 690 18.8193 0.0506827
14.4 691 18.0445 0.0555278
14.4667 692 17.3259 0.064093
14.5333 693 16.6598 0.0601571
14.6 694 16.0425 0.0574991
14.6667 695 15.4701 0.0498977
14.7333 696 14.9389 0.0411318
14.8 697 14.445 0.0349803
14.8667 698 13.9848 0.0152219
14.9333 699 13.5544 0.00563553
15 700 13.15 0
15.0667 701 12.7684 0.00837789
15.1333 702 12.4081 0.0180796
15.2 703 12.0682 0.0181585
15.2667 704 11.7477 0.0176682
15.3333 705 11.4457 0.0156622
15.4 706 11.1612 0.0111938
15.4667 707 10.8933 0.0133167
15.5333 708 10.6411 0.0110842
15.6 709 10.4035 0.0135498
15.6667 710 10.1798 0.00976715
15.7333 711 9.96879 0.00678957
15.8 712 9.76967 0.00567059
15.8667 713 9.58146 0.00446367
15.9333 714 9.40322 0.00222232
16 715 9.234 0
16.0667 716 9.07298 0.00401834
16.1333 717 8.91988 0.00912191
16.2 718 8.77453 0.0134685
16.2667 719 8.63678 0.0182157
16.3333 720 8.50648 0.0225215
16.4 721 8.38346 0.0265435
16.4667 722 8.26756 0.0294395
16.5333 723 8.15863 0.0313671
16.6 724 8.05652 0.0314843
16.6667 725 7.96105 0.0309487
16.7333 726 7.87208 0.027918
16.8 727 7.78945 0.0235501
16.8667 728 7.713 0.0180026
16.9333 729 7.64257 0.0104333
17 730 7.578 0
17.0667 731 7.51919 0.0121906
17.1333 732 7.46624 0.0262356
17.2 733 7.41928 0.0442833
17.2667 734 7.37848 0.0644819
17.3333 735 7.34398 0.0879794
17.4 736 7.31592 0.115924
17.4667 737 7.29446 0.121464
17.5333 738 7.27975 0.118748
17.6 739 7.27192 0.107923
17.6667 740 7.27114 0.0931386
17.7333 741 7.27754 0.075542
17.8 742 7.29128 0.0562816
17.8667 743 7.31251 0.0365057
17.9333 744 7.34136 0.0173625
18 745 7.378 0
18.0667 746 7.42243 0.0145659
18.1333 747 7.47415 0.0258494
18.2 748 7.5325 0.0354969
18.2667 749 7.59684 0.041155
18.3333 750 7.66653 0.0444703
18.4 751 7.74091 0.0450891
18.4667 752 7.81934 0.0446582
18.5333 753 7.90118 0.0408239
18.6 754 7.98577 0.0362329
18.6667 755 8.07247 0.0305316
18.7333 756 8.16063 0.0243666
18.8 757 8.24962 0.0173845
18.8667 758 8.33877 0.0112316
18.9333 759 8.42745 0.00555461
19 760 8.515 0
19.0667 761 8.60091 0.0029131
19.1333 762 8.68518 0.00517522
19.2 763 8.7679 0.00590427
19.2667 764 8.84922 0.0062182
19.3333 765 8.92923 0.00523492
19.4 766 9.00807 0.00407236
19.4667 767 9.08585 0.00284846
19.5333 768 9.16268 0.00168113
19.6 769 9.23869 0.000311684
19.6667 770 9.31399 0.00201207
19.7333 771 9.3887 0.00230209
19.8 772 9.46294 0.00306382
19.8667 773 9.53682 0.00317933
19.9333 774 9.61047 0.0025307
20 775 9.684 0
