t x y error
2.13333 635 445.82 18.9203
2.14667 636 442.667 23.5668
2.16 637 439.251 29.1506
2.17333 638 435.579 35.679
2.18667 639 431.659 42.8593
2.2 640 427.499 50.5987
2.21333 641 423.105 58.8046
2.22667 642 418.484 67.4843
2.24 643 413.645 77.445
2.25333 644 408.594 86.4941
2.26667 645 403.339 95.0389
2.28 646 397.887 103.787
2.29333 647 392.245 114.545
2.30667 648 386.42 126.92
2.32 649 380.421 136.221
2.33333 650 374.253 144.953
2.34667 651 367.925 152.925
2.36 652 361.444 160.244
2.37333 653 354.817 166.717
2.38667 654 348.051 172.451
2.4 655 341.153 177.353
2.41333 656 334.132 181.532
2.42667 657 326.994 184.894
2.44 658 319.747 187.447
2.45333 659 312.397 189.297
2.46667 660 304.952 190.352
2.48 661 297.42 190.82
2.49333 662 289.808 190.638
2.50667 663 282.122 189.822
2.52 664 274.371 188.441
2.53333 665 266.562 186.522
2.54667 666 258.701 184.111
2.56 667 250.797 181.237
2.57333 668 242.856 177.936
2.58667 669 234.886 174.256
2.6 670 226.894 170.214
2.61333 671 218.887 165.847
2.62667 672 210.873 161.193
2.64 673 202.86 156.28
2.65333 674 194.853 151.123
2.66667 675 186.861 145.761
2.68 676 178.891 140.221
2.69333 677 170.95 134.52
2.70667 678 163.046 128.686
2.72 679 155.185 122.735
2.73333 680 147.376 116.686
2.74667 681 139.624 110.564
2.76 682 131.939 104.389
2.77333 683 124.326 98.1664
2.78667 684 116.794 91.9242
2.8 685 109.35 85.6795
2.81333 686 102 79.4297
2.82667 687 94.7521 73.2121
2.84 688 87.6139 67.0339
2.85333 689 80.5925 60.8925
2.86667 690 73.6951 54.8251
2.88 691 66.9291 48.8291
2.89333 692 60.3017 42.9117
2.90667 693 53.8203 37.1003
2.92 694 47.4921 31.3921
2.93333 695 41.3245 25.8045
2.94667 696 35.3247 20.3447
2.96 697 29.5001 15.0201
2.97333 698 23.8579 9.8579
2.98667 699 18.4054 4.84543
3 700 13.15 0
3.01333 701 8.09723 4.66277
3.02667 702 3.24606 9.14394
3.04 703 -1.40622 13.4562
3.05333 704 -5.86235 17.5923
3.06667 705 -10.125 21.555
3.08 706 -14.197 25.347
3.09333 707 -18.081 28.961
3.10667 708 -21.7798 32.4098
3.12 709 -25.296 35.686
3.13333 710 -28.6324 38.8024
3.14667 711 -31.7917 41.7537
3.16 712 -34.7766 44.5406
3.17333 713 -37.5899 47.1669
3.18667 714 -40.2343 49.6353
3.2 715 -42.7125 51.9465
3.21333 716 -45.0273 54.1043
3.22667 717 -47.1813 56.1103
3.24 718 -49.1772 57.9652
3.25333 719 -51.0179 59.6729
3.26667 720 -52.7061 61.2351
3.28 721 -54.2443 62.6543
3.29333 722 -55.6355 63.9325
3.30667 723 -56.8823 65.0723
3.32 724 -57.9874 66.0754
3.33333 725 -58.9535 66.9455
3.34667 726 -59.7835 67.6835
3.36 727 -60.4799 68.2929
3.37333 728 -61.0456 68.7766
3.38667 729 -61.4832 69.1362
3.4 730 -61.7955 69.3735
3.41333 731 -61.9852 69.4922
3.42667 732 -62.055 69.495
3.44 733 -62.0077 69.3827
3.45333 734 -61.8459 69.1599
3.46667 735 -61.5725 68.8285
3.48 736 -61.1901 68.3901
3.49333 737 -60.7014 67.8744
3.50667 738 -60.1092 67.2702
3.52 739 -59.4162 66.5802
3.53333 740 -58.6251 65.8031
3.54667 741 -57.7386 64.9406
3.56 742 -56.7596 63.9946
3.57333 743 -55.6906 62.9666
3.58667 744 -54.5344 61.8584
3.6 745 -53.2938 60.6718
3.61333 746 -51.9715 59.4085
3.62667 747 -50.5701 58.0701
3.64 748 -49.0925 56.6605
3.65333 749 -47.5413 55.1793
3.66667 750 -45.9192 53.6302
3.68 751 -44.2291 52.0151
3.69333 752 -42.4735 50.3375
3.70667 753 -40.6554 48.5974
3.72 754 -38.7772 46.7992
3.73333 755 -36.8419 44.9449
3.74667 756 -34.8521 43.0371
3.76 757 -32.8105 41.0775
3.77333 758 -30.7198 39.0698
3.78667 759 -28.5829 37.0159
3.8 760 -26.4023 34.9173
3.81333 761 -24.1809 32.7789
3.82667 762 -21.9214 30.6014
3.84 763 -19.6264 28.3884
3.85333 764 -17.2988 26.1418
3.86667 765 -14.9411 23.8651
3.88 766 -12.5563 21.5603
3.89333 767 -10.1469 19.2299
3.90667 768 -7.71571 16.8767
3.92 769 -5.26545 14.5045
3.93333 770 -2.79885 12.1148
3.94667 771 -0.318626 9.70963
3.96 772 2.1725 7.2935
3.97333 773 4.67179 4.86821
3.98667 774 7.17653 2.43647
4 775 9.684 0
