t x y error
7.16109 741 6.84949 0.352506
7.18732 742 6.82513 0.409874
7.21339 743 6.81157 0.464429
7.23931 744 6.8083 0.515699
7.26509 745 6.81481 0.563189
7.29074 746 6.83062 0.606378
7.31625 747 6.85527 0.644728
7.34165 748 6.88832 0.679681
7.36694 749 6.92934 0.708659
7.39211 750 6.97793 0.733071
7.41718 751 7.03369 0.752308
7.44215 752 7.09625 0.767749
7.46703 753 7.16524 0.776759
7.49183 754 7.24031 0.78169
7.51654 755 7.32111 0.781886
7.54117 756 7.40732 0.777677
7.56573 757 7.49861 0.768387
7.59022 758 7.59467 0.755328
7.61465 759 7.69519 0.737806
7.63902 760 7.79988 0.715119
7.66333 761 7.90844 0.689558
7.68759 762 8.02059 0.659408
7.7118 763 8.13605 0.625948
7.73597 764 8.25455 0.588451
7.76009 765 8.37581 0.548187
7.78419 766 8.49958 0.50442
7.80825 767 8.62559 0.457411
7.83228 768 8.75358 0.407418
7.85628 769 8.88331 0.355695
7.88027 770 9.01451 0.301493
7.90424 771 9.14694 0.244064
7.92819 772 9.28035 0.185654
7.95213 773 9.41449 0.12551
7.97607 774 9.54912 0.0638771
8 775 9.684 0
