time V1 V2 I
0 0.904988 0.00475059 0.0950119
0.1 0.819906 0.0185059 0.180094
0.2 0.744619 0.0402796 0.255381
0.3 0.678912 0.0691031 0.321088
0.4 0.622498 0.104033 0.377502
0.5 0.575031 0.144156 0.424969
0.6 0.536112 0.188599 0.463888
0.7 0.505298 0.236528 0.494702
0.8 0.482111 0.287158 0.517889
0.9 0.466049 0.33975 0.533951
1 0.456586 0.393618 0.543414
1.1 0.453184 0.44813 0.546816
1.2 0.455302 0.502705 0.544698
1.3 0.462393 0.556821 0.537607
1.4 0.473919 0.610005 0.526081
1.5 0.489348 0.661842 0.510652
1.6 0.508163 0.711966 0.491837
1.7 0.529863 0.760065 0.470137
1.8 0.553969 0.805873 0.446031
1.9 0.580021 0.849174 0.419979
2 0.607589 0.889793 0.392411
2.1 0.636266 0.927601 0.363734
2.2 0.665674 0.962503 0.334326
2.3 0.695465 0.994447 0.304535
2.4 0.725318 1.02341 0.274682
2.5 0.754945 1.04939 0.245055
2.6 0.784086 1.07244 0.215914
2.7 0.812509 1.09261 0.187491
2.8 0.840013 1.10999 0.159987
2.9 0.866423 1.12467 0.133577
3 0.891594 1.13676 0.108406
3.1 0.915403 1.14641 0.084597
3.2 0.937754 1.15376 0.0622463
3.3 0.958572 1.15894 0.0414277
3.4 0.977806 1.16212 0.0221936
3.5 0.995424 1.16346 0.00457604
3.6 1.01141 1.16312 -0.0114111
3.7 1.02577 1.16126 -0.0257708
3.8 1.03852 1.15804 -0.0385214
3.9 1.04969 1.15363 -0.0496945
4 1.05933 1.14818 -0.0593339
4.1 1.06749 1.14184 -0.0674936
4.2 1.07424 1.13475 -0.0742368
4.3 1.07963 1.12706 -0.079634
4.4 1.08376 1.11889 -0.0837618
4.5 1.0867 1.11037 -0.0867016
4.6 1.08854 1.10161 -0.0885383
4.7 1.08936 1.09271 -0.0893592
4.8 1.08925 1.08378 -0.0892531
4.9 1.08831 1.0749 -0.0883091
5 1.08662 1.06616 -0.0866158
5.1 1.08426 1.05761 -0.0842604
5.2 1.08133 1.04933 -0.0813282
5.3 1.0779 1.04137 -0.0779019
5.4 1.07406 1.03377 -0.0740609
5.5 1.06988 1.02658 -0.0698813
5.6 1.06543 1.01981 -0.0654348
5.7 1.06079 1.0135 -0.060789
5.8 1.05601 1.00766 -0.0560071
5.9 1.05115 1.0023 -0.0511474
6 1.04626 0.997431 -0.0462635
6.1 1.0414 0.993047 -0.041404
6.2 1.03661 0.989147 -0.0366129
6.3 1.03193 0.985719 -0.0319291
6.4 1.02739 0.982754 -0.0273869
6.5 1.02302 0.980234 -0.0230161
6.6 1.01884 0.978141 -0.0188419
6.7 1.01489 0.976454 -0.0148853
6.8 1.01116 0.975152 -0.0111632
6.9 1.00769 0.974209 -0.00768866
7 1.00447 0.973601 -0.00447119
7.1 1.00152 0.973302 -0.00151694
7.2 0.998829 0.973285 0.00117104
7.3 0.996408 0.973523 0.0035925
7.4 0.99425 0.97399 0.00574976
7.5 0.992353 0.97466 0.00764742
7.6 0.990708 0.975507 0.00929212
7.7 0.989308 0.976506 0.0106923
7.8 0.988142 0.977633 0.0118578
7.9 0.9872 0.978866 0.0127999
8 0.986469 0.980183 0.0135309
8.1 0.985936 0.981563 0.0140639
8.2 0.985587 0.982986 0.0144126
8.3 0.985409 0.984437 0.0145913
8.4 0.985386 0.985897 0.0146143
8.5 0.985504 0.987352 0.0144963
8.6 0.985748 0.98879 0.0142518
8.7 0.986105 0.990197 0.0138951
8.8 0.98656 0.991564 0.0134403
8.9 0.987099 0.992881 0.012901
9 0.98771 0.994141 0.0122903
9.1 0.988379 0.995336 0.0116209
9.2 0.989095 0.996462 0.0109047
9.3 0.989847 0.997515 0.010153
9.4 0.990624 0.998492 0.00937615
9.5 0.991416 0.99939 0.00858406
9.6 0.992214 1.00021 0.00778568
9.7 0.993011 1.00095 0.00698917
9.8 0.993798 1.00161 0.00620194
9.9 0.994569 1.00219 0.00543057
10 0.995319 1.00269 0.0046809
