time V1 V2 I
5.11 1.08583 1.06416 -0.085832
5.12 1.08561 1.0633 -0.0856121
5.13 1.08539 1.06244 -0.0853858
5.14 1.08515 1.06159 -0.0851533
5.15 1.08491 1.06074 -0.0849146
5.16 1.08467 1.05989 -0.0846699
5.17 1.08442 1.05905 -0.0844191
5.18 1.08416 1.05821 -0.0841625
5.19 1.0839 1.05737 -0.0839
5.2 1.08363 1.05653 -0.0836319
5.21 1.08336 1.05569 -0.083358
5.22 1.08308 1.05486 -0.0830786
5.23 1.08279 1.05403 -0.0827937
5.24 1.0825 1.0532 -0.0825034
5.25 1.08221 1.05238 -0.0822078
5.26 1.08191 1.05156 -0.0819069
5.27 1.0816 1.05074 -0.0816009
5.28 1.08129 1.04993 -0.0812898
5.29 1.08097 1.04912 -0.0809737
5.3 1.08065 1.04831 -0.0806527
5.31 1.08033 1.0475 -0.0803268
5.32 1.08 1.0467 -0.0799963
5.33 1.07966 1.0459 -0.079661
5.34 1.07932 1.04511 -0.0793212
5.35 1.07898 1.04432 -0.0789768
5.36 1.07863 1.04353 -0.078628
5.37 1.07827 1.04275 -0.0782749
5.38 1.07792 1.04196 -0.0779175
5.39 1.07756 1.04119 -0.0775559
5.4 1.07719 1.04041 -0.0771901
5.41 1.07682 1.03964 -0.0768204
5.42 1.07645 1.03888 -0.0764466
5.43 1.07607 1.03811 -0.076069
5.44 1.07569 1.03736 -0.0756876
5.45 1.0753 1.0366 -0.0753024
5.46 1.07491 1.03585 -0.0749136
5.47 1.07452 1.0351 -0.0745212
5.48 1.07413 1.03436 -0.0741252
5.49 1.07373 1.03362 -0.0737259
5.5 1.07332 1.03288 -0.0733231
5.51 1.07292 1.03215 -0.0729171
5.52 1.07251 1.03143 -0.0725079
5.53 1.0721 1.0307 -0.0720955
5.54 1.07168 1.02998 -0.0716801
5.55 1.07126 1.02927 -0.0712617
5.56 1.07084 1.02856 -0.0708403
5.57 1.07042 1.02785 -0.0704161
5.58 1.06999 1.02715 -0.0699891
5.59 1.06956 1.02645 -0.0695593
5.6 1.06913 1.02576 -0.069127
5.61 1.06869 1.02507 -0.068692
5.62 1.06825 1.02439 -0.0682546
5.63 1.06781 1.02371 -0.0678147
5.64 1.06737 1.02303 -0.0673724
5.65 1.06693 1.02236 -0.0669279
5.66 1.06648 1.02169 -0.0664811
5.67 1.06603 1.02103 -0.0660321
5.68 1.06558 1.02037 -0.065581
5.69 1.06513 1.01972 -0.0651279
5.7 1.06467 1.01907 -0.0646728
5.71 1.06422 1.01842 -0.0642158
5.72 1.06376 1.01778 -0.063757
5.73 1.0633 1.01715 -0.0632964
5.74 1.06283 1.01652 -0.0628341
5.75 1.06237 1.01589 -0.0623701
5.76 1.0619 1.01527 -0.0619045
5.77 1.06144 1.01465 -0.0614375
5.78 1.06097 1.01404 -0.0609689
5.79 1.0605 1.01343 -0.0604989
5.8 1.06003 1.01283 -0.0600276
5.81 1.05956 1.01223 -0.059555
5.82 1.05908 1.01164 -0.0590812
5.83 1.05861 1.01105 -0.0586063
5.84 1.05813 1.01047 -0.0581302
5.85 1.05765 1.00989 -0.057653
5.86 1.05717 1.00932 -0.0571749
5.87 1.0567 1.00875 -0.0566959
5.88 1.05622 1.00818 -0.056216
5.89 1.05574 1.00762 -0.0557352
5.9 1.05525 1.00707 -0.0552537
5.91 1.05477 1.00652 -0.0547715
5.92 1.05429 1.00597 -0.0542886
5.93 1.05381 1.00543 -0.0538052
5.94 1.05332 1.0049 -0.0533212
5.95 1.05284 1.00436 -0.0528367
5.96 1.05235 1.00384 -0.0523517
5.97 1.05187 1.00332 -0.0518664
5.98 1.05138 1.0028 -0.0513808
5.99 1.05089 1.00229 -0.0508949
6 1.05041 1.00178 -0.0504087
6.01 1.04992 1.00128 -0.0499224
6.02 1.04944 1.00078 -0.0494359
6.03 1.04895 1.00029 -0.0489494
6.04 1.04846 0.999806 -0.0484628
6.05 1.04798 0.999323 -0.0479763
6.06 1.04749 0.998846 -0.0474898
6.07 1.047 0.998374 -0.0470034
6.08 1.04652 0.997906 -0.0465172
6.09 1.04603 0.997443 -0.0460312
6.1 1.04555 0.996985 -0.0455455
6.11 1.04506 0.996532 -0.04506
6.12 1.04457 0.996084 -0.0445749
6.13 1.04409 0.995641 -0.0440902
6.14 1.04361 0.995202 -0.043606
6.15 1.04312 0.994769 -0.0431222
6.16 1.04264 0.99434 -0.0426389
6.17 1.04216 0.993916 -0.0421562
6.18 1.04167 0.993497 -0.0416741
6.19 1.04119 0.993083 -0.0411927
6.2 1.04071 0.992673 -0.040712
6.21 1.04023 0.992268 -0.0402319
6.22 1.03975 0.991868 -0.0397527
6.23 1.03927 0.991473 -0.0392743
6.24 1.0388 0.991083 -0.0387967
6.25 1.03832 0.990697 -0.03832
6.26 1.03784 0.990316 -0.0378443
6.27 1.03737 0.98994 -0.0373695
6.28 1.0369 0.989569 -0.0368957
6.29 1.03642 0.989202 -0.036423
6.3 1.03595 0.988841 -0.0359513
6.31 1.03548 0.988483 -0.0354808
6.32 1.03501 0.988131 -0.0350114
6.33 1.03454 0.987783 -0.0345432
6.34 1.03408 0.98744 -0.0340762
6.35 1.03361 0.987102 -0.0336105
6.36 1.03315 0.986768 -0.033146
6.37 1.03268 0.986439 -0.0326829
6.38 1.03222 0.986114 -0.0322212
6.39 1.03176 0.985794 -0.0317608
6.4 1.0313 0.985479 -0.0313019
6.41 1.03084 0.985168 -0.0308444
6.42 1.03039 0.984862 -0.0303884
6.43 1.02993 0.98456 -0.0299339
6.44 1.02948 0.984263 -0.0294809
6.45 1.02903 0.983971 -0.0290295
6.46 1.02858 0.983683 -0.0285797
6.47 1.02813 0.983399 -0.0281316
6.48 1.02769 0.98312 -0.0276851
6.49 1.02724 0.982846 -0.0272403
6.5 1.0268 0.982575 -0.0267972
