time V1 V2 I
0 0.90991 0.00900901 0.0900901
0.1 0.829559 0.0260531 0.170441
0.2 0.758707 0.0501824 0.241293
0.3 0.69705 0.0804774 0.30295
0.4 0.644232 0.116054 0.355768
0.5 0.599853 0.156069 0.400147
0.6 0.563478 0.199721 0.436522
0.7 0.53464 0.246257 0.46536
0.8 0.512852 0.294972 0.487148
0.9 0.497612 0.345211 0.502388
1 0.488408 0.39637 0.511592
1.1 0.484725 0.447898 0.515275
1.2 0.486049 0.499293 0.513951
1.3 0.491873 0.550105 0.508127
1.4 0.501697 0.599936 0.498303
1.5 0.515036 0.648432 0.484964
1.6 0.531423 0.69529 0.468577
1.7 0.550407 0.740249 0.449593
1.8 0.57156 0.783093 0.42844
1.9 0.594477 0.823645 0.405523
2 0.618776 0.861768 0.381224
2.1 0.644102 0.897358 0.355898
2.2 0.670124 0.930345 0.329876
2.3 0.696539 0.960691 0.303461
2.4 0.723071 0.988384 0.276929
2.5 0.749468 1.01344 0.250532
2.6 0.775506 1.03589 0.224494
2.7 0.800986 1.05579 0.199014
2.8 0.825734 1.07321 0.174266
2.9 0.8496 1.08825 0.1504
3 0.872455 1.10101 0.127545
3.1 0.894195 1.11159 0.105805
3.2 0.914733 1.12012 0.0852671
3.3 0.934004 1.12672 0.0659959
3.4 0.95196 1.13152 0.0480399
3.5 0.96857 1.13466 0.0314305
3.6 0.983816 1.13628 0.0161839
3.7 0.997698 1.13651 0.00230247
3.8 1.01022 1.13549 -0.0102241
3.9 1.02142 1.13335 -0.0214171
4 1.03131 1.13022 -0.031308
4.1 1.03994 1.12622 -0.0399367
4.2 1.04735 1.12149 -0.0473505
4.3 1.0536 1.11613 -0.053603
4.4 1.05875 1.11025 -0.058753
4.5 1.06286 1.10397 -0.0628633
4.6 1.066 1.09737 -0.0659999
4.7 1.06823 1.09054 -0.0682311
4.8 1.06963 1.08358 -0.0696265
4.9 1.07026 1.07655 -0.0702564
5 1.07019 1.06954 -0.0701909
5.1 1.0695 1.06259 -0.0694995
5.2 1.06825 1.05576 -0.0682506
5.3 1.06651 1.04911 -0.0665105
5.4 1.06434 1.04268 -0.0643437
5.5 1.06181 1.03649 -0.0618119
5.6 1.05897 1.0306 -0.0589742
5.7 1.05589 1.02501 -0.0558864
5.8 1.0526 1.01975 -0.0526011
5.9 1.04917 1.01483 -0.0491675
6 1.04563 1.01027 -0.0456312
6.1 1.04203 1.00606 -0.0420342
6.2 1.03842 1.00222 -0.0384151
6.3 1.03481 0.998742 -0.0348085
6.4 1.03125 0.995618 -0.0312457
6.5 1.02775 0.992842 -0.0277545
6.6 1.02436 0.990407 -0.0243592
6.7 1.02108 0.988298 -0.021081
6.8 1.01794 0.986505 -0.0179377
6.9 1.01494 0.98501 -0.0149443
7 1.01211 0.983799 -0.0121129
7.1 1.00945 0.982854 -0.00945294
7.2 1.00697 0.982157 -0.00697145
7.3 1.00467 0.981689 -0.00467306
7.4 1.00256 0.981433 -0.00256035
7.5 1.00063 0.98137 -0.000633931
7.6 0.998893 0.981481 0.00110729
7.7 0.997334 0.981747 0.00266598
7.8 0.995954 0.982152 0.00404619
7.9 0.994747 0.982677 0.00525317
8 0.993707 0.983306 0.00629321
8.1 0.992827 0.984024 0.00717349
8.2 0.992098 0.984814 0.00790191
8.3 0.991513 0.985663 0.00848695
8.4 0.991062 0.986556 0.00893756
8.5 0.990737 0.987483 0.00926299
8.6 0.990527 0.98843 0.00947273
8.7 0.990424 0.989388 0.00957634
8.8 0.990417 0.990346 0.00958341
8.9 0.990497 0.991296 0.00950344
9 0.990654 0.992231 0.00934578
9.1 0.99088 0.993143 0.00911954
9.2 0.991166 0.994026 0.00883357
9.3 0.991504 0.994876 0.00849636
9.4 0.991884 0.995687 0.00811602
9.5 0.9923 0.996457 0.00770025
9.6 0.992744 0.997183 0.00725632
9.7 0.993209 0.997862 0.00679101
9.8 0.993689 0.998493 0.00631062
9.9 0.994179 0.999075 0.00582099
10 0.994673 0.999608 0.00532745
